,Component_1,Component_2,Component_3,Component_4,IntClustMemb
MB-7140,5.07367,5.245993,10.113812,3.5983207,8
MB-4630,4.3254285,4.5846357,7.6317945,5.16454,8
MB-4730,4.2872634,5.3215714,8.397078,3.6479316,8
MB-6181,4.0004377,5.592954,8.505871,3.459058,8
MB-2754,4.2360053,3.6986237,9.80726,2.107449,3
MB-4343,4.403475,3.8889854,7.69131,5.336835,4
MB-4970,3.734295,5.2626963,9.049939,3.0050683,8
MB-2742,4.0750184,3.9405546,9.197672,1.752974,5
MB-0614,5.134902,3.4124472,8.951224,2.1918993,6
MB-5013,4.7900367,4.9177184,8.661224,4.328107,3
MB-0375,2.9572558,0.6795603,9.201796,2.67735,10
MB-7155,2.975515,0.61547196,9.194747,2.6683626,10
MB-4434,4.7120295,4.073806,7.662762,4.905217,9
MB-5233,4.4605737,5.0620494,8.343338,4.3174653,8
MB-5566,3.4537764,0.81650686,9.199611,3.194691,10
MB-6201,5.7863555,3.5137131,8.4539995,3.324475,9
MB-7218,3.8565984,4.9911623,9.75313,2.6171227,3
MB-7019,4.166304,4.4730325,9.851928,2.0419128,3
MB-4944,4.317593,5.3866587,8.2451515,3.8923852,2
MB-5446,4.006171,2.4190056,9.959559,3.5174592,4
MB-3707,4.2546086,2.621529,10.496976,2.4852405,4
MB-3360,3.8496492,4.3343725,9.28367,2.2101347,5
MB-4996,5.3957863,4.346011,9.096235,4.184483,7
MB-5138,3.8548758,1.1791755,8.953709,3.1733613,10
MB-4442,4.273941,4.5425525,7.46623,5.3510413,8
MB-0327,5.3039145,4.1659627,9.535143,2.9125478,3
MB-4639,4.808729,4.608546,8.182419,3.712751,9
MB-4722,4.080563,5.600686,8.772939,3.3244014,8
MB-0318,4.7351947,2.6437821,10.38129,3.777816,4
MB-3450,4.222235,5.5771794,8.958688,3.5261996,8
MB-0412,4.9665093,4.0739684,8.8849535,2.5859234,6
MB-7020,4.2536263,4.4052925,9.101832,1.7679446,5
MB-0369,5.624703,3.8591256,8.612554,2.598615,1
MB-7069,3.8840551,2.6287582,9.411771,2.4218383,5
MB-7097,3.8798847,4.4644985,9.236878,4.224269,8
MB-2634,3.6213048,5.0613337,9.288206,2.253138,2
MB-4224,4.4509296,4.31049,7.5569572,5.3785567,4
MB-5088,4.1872764,4.9015355,8.111318,4.3198013,8
MB-3050,4.9277396,3.5623312,9.537525,4.0712957,2
MB-3382,4.0023613,4.377752,9.287191,1.8807573,5
MB-4270,4.4590034,1.7621276,8.71618,3.8001509,9
MB-5227,4.929812,3.4625497,9.149798,3.403263,4
MB-5646,4.3644233,4.6059666,8.380183,3.195356,1
MB-0145,4.735939,3.2285116,10.398859,3.3732193,3
MB-7041,4.8314285,3.6965911,9.867795,2.3287992,3
MB-4967,4.089248,4.8011193,8.343701,4.259773,3
MB-4798,4.2262273,4.4911284,7.7196283,5.1616726,3
MB-0352,4.240146,1.3967247,9.761793,2.4634933,4
MB-7145,3.182617,0.6783057,9.365899,2.6904044,10
MB-0126,4.787073,5.4782753,9.884844,2.795481,8
MB-0060,4.2392306,2.3656614,8.87117,2.9935963,10
MB-5474,4.2010417,1.214328,9.37493,3.249964,5
MB-0351,5.0499115,5.4161825,10.245961,3.2583466,3
MB-0571,5.5581126,3.5938833,9.100218,2.485993,7
MB-3031,3.9778554,1.8579566,9.083725,2.784068,5
MB-4682,4.990256,4.2161927,8.882534,3.1304507,9
MB-3110,3.8752186,4.351458,8.629664,3.9204934,3
MB-5457,4.005493,4.4531636,8.448543,2.5466917,3
MB-5176,4.2134914,2.7541099,8.70343,3.0373342,4
MB-7037,4.254458,5.625242,9.043027,2.9589322,8
MB-0345,5.5228567,3.4698336,9.614815,2.6813364,3
MB-3978,4.4775543,4.4675317,9.085296,2.6795957,5
MB-7241,5.1792035,4.5798,9.559389,3.3189685,7
MB-5383,4.2211213,5.1365066,8.239579,3.9850507,8
MB-6300,5.3287215,5.531546,10.615291,3.6220968,3
MB-2846,3.1089888,3.5400913,10.167132,2.4080667,4
MB-5119,4.920049,3.7958071,9.152232,4.3024163,7
MB-5043,3.9667652,4.678156,8.378363,3.7267048,8
MB-5160,5.382702,4.78767,8.8046875,3.631661,8
MB-7113,4.0677123,4.7796736,9.45477,2.8897772,7
MB-7083,4.596875,4.2302995,8.905211,2.3628528,9
MB-0319,5.5683756,4.4041204,9.204519,3.609379,2
MB-0550,4.02489,4.6582437,8.683484,2.2137437,8
MB-7006,3.8700612,5.289497,9.574039,2.4865525,3
MB-7187,4.458148,2.1047702,9.475166,3.6364026,5
MB-5510,4.5245876,4.751129,8.574136,3.8813055,3
MB-2629,4.275594,4.8713946,9.860688,2.5519695,3
MB-5296,4.4951725,2.2132533,9.500517,3.8180256,5
MB-0201,4.3889604,4.600373,8.898787,1.9973953,5
MB-2947,3.1608539,3.7079651,10.432477,2.455663,4
MB-7298,4.6743875,3.9734974,9.371269,2.11629,1
MB-4024,3.4301565,0.9843595,9.493843,3.1831071,1
MB-2977,3.8319576,4.1284075,10.164286,2.2454042,7
MB-5401,5.700813,3.5577133,8.2656355,3.6933525,7
MB-3300,3.9946637,4.166748,10.150758,2.8313599,7
MB-0438,4.512834,1.5049714,9.566659,2.501591,5
MB-5332,4.5122375,2.058073,8.930968,3.6993027,5
MB-5613,4.3051305,4.9826746,9.078204,2.2261534,10
MB-0198,4.360586,4.6368585,9.375176,1.80389,8
MB-4618,4.7675886,5.1440396,8.854171,3.6150918,1
MB-5240,5.676821,3.4655035,9.008232,3.2445934,7
MB-7089,3.8378146,1.0690143,9.243224,3.185002,10
MB-4827,4.1920886,5.3901567,8.759214,3.7807329,3
MB-0170,4.567691,3.0444512,10.341654,3.072969,3
MB-3381,4.4115953,3.899645,9.007756,2.0118105,7
MB-5150,5.36108,5.2590466,10.519221,3.8555224,4
MB-7226,4.8024526,4.4277496,9.308924,2.6029484,6
MB-7054,4.5977683,2.3707707,9.122123,2.697347,10
MB-0634,4.4988713,2.384313,10.678871,2.86326,4
MB-7025,4.071672,1.2027073,9.963343,2.4507666,4
MB-0613,4.12714,1.378784,10.030746,2.3901908,4
MB-3548,3.0938995,3.8737545,10.101633,2.4364414,3
MB-4696,3.7924552,1.1354859,9.034563,3.2230754,10
MB-0303,3.8004873,1.1139218,9.41009,2.7944186,10
MB-7154,3.38547,0.70817894,9.299306,2.7372751,10
MB-0197,4.927282,3.6577184,9.131386,1.8869609,9
MB-5256,4.433412,4.670746,8.13501,3.891933,8
MB-4643,4.184768,3.655338,8.0897875,4.6008,5
MB-0064,4.3481116,8.714758,6.1852493,-0.39393222,3
MB-0481,2.9934895,0.7375026,9.363158,2.942988,10
MB-7034,5.1254616,5.385416,10.4003105,3.439366,3
MB-4250,4.773836,3.210341,9.696872,3.8770769,3
MB-0192,4.408302,1.1101563,9.288841,2.9084072,4
MB-5402,5.3565173,4.2972736,9.094773,3.9206743,7
MB-7253,4.508265,3.952303,9.356334,2.7512336,3
MB-4952,4.2307606,1.6034304,9.008186,3.1077957,4
MB-5093,4.516621,4.1051855,8.212569,3.6866803,1
MB-5556,5.595366,4.095645,9.204763,3.140502,1
MB-2969,3.078543,3.7108393,10.171841,2.1276836,3
MB-0584,5.234182,4.0650225,9.318108,2.7765644,7
MB-3492,3.1441646,3.9038434,9.923671,2.4463475,1
MB-0514,4.3372884,4.2320538,9.240201,3.1303546,3
MB-0539,3.8943343,1.8056811,9.344096,2.6952596,5
MB-0199,5.0294967,4.315832,9.642167,2.3874006,3
MB-7251,4.013801,3.544934,9.201371,3.932621,5
MB-0143,4.588627,4.798897,8.60209,2.430208,9
MB-0102,4.3278356,3.3224738,9.303001,2.592126,3
MB-5238,4.4741087,2.2131891,9.406814,3.9302943,5
MB-0149,3.283529,0.71182215,9.199388,3.1558275,10
MB-5647,5.51172,4.1927013,8.623318,3.3771439,6
MB-5060,4.3724957,5.3688564,8.693181,3.7844746,8
MB-5226,4.456414,4.153896,8.759329,4.3308454,4
MB-4956,5.2542872,4.374751,8.695051,3.7229168,1
MB-5543,4.14704,4.4665833,8.8939295,3.251697,3
MB-2735,4.3027163,4.271912,9.429346,2.1601121,6
MB-4791,3.9889433,3.2805321,8.975933,3.3164558,4
MB-5230,4.574268,3.4745204,9.384928,3.7076368,3
MB-3402,4.576433,4.17915,9.027327,2.1969814,1
MB-0654,5.052965,4.94652,9.39426,2.6311486,8
MB-0536,5.3752675,3.4086752,9.339258,2.3084366,1
MB-4607,4.286443,4.5886884,7.6963944,5.0865974,8
MB-2933,3.1767087,4.0497293,10.085124,2.3820274,3
MB-5390,2.9847877,0.62248,9.238677,2.9945478,10
MB-5144,4.694125,4.827647,8.081495,3.4105368,9
MB-3865,4.4327374,3.4149885,10.262529,2.4060256,3
MB-7022,4.4310994,4.9804754,8.809706,2.2940376,8
MB-5179,4.8773637,4.7721906,8.796396,4.271685,3
MB-0238,3.773542,0.80392766,9.05723,2.902908,10
MB-5406,4.544415,4.304307,7.860884,4.1446433,9
MB-6100,4.0237966,2.893647,9.68196,3.3821154,5
MB-4911,3.4171627,0.6889541,9.123786,3.0358577,10
MB-4758,4.1622086,1.800124,9.909562,3.6415994,10
MB-5027,4.085675,5.047178,8.246055,3.8210037,3
MB-0630,4.5786543,4.6228557,9.646261,3.3513575,1
MB-7163,4.192952,3.762484,9.270005,3.912514,3
MB-7269,3.5713234,0.9555354,9.279622,2.9649153,10
MB-4648,4.054645,4.8773556,8.15258,2.917758,1
MB-6229,4.4686966,5.241744,8.834453,2.8261511,8
MB-5548,3.7662158,1.3687242,9.100903,3.2134547,10
MB-0180,4.837856,4.871387,9.247514,3.1273546,8
MB-5481,5.4435253,3.7209375,8.776748,3.0027165,6
MB-6006,4.055236,4.986374,8.440447,2.9349644,3
MB-7038,3.7617223,1.460816,9.868704,2.8505595,10
MB-7289,4.5351863,3.0752196,10.286425,2.5914323,4
MB-0422,5.2708564,4.2369986,9.220365,3.1908038,8
MB-7039,4.503213,3.1683197,10.2892475,2.5646486,4
MB-7112,4.8248706,3.7353308,9.296088,3.2506456,2
MB-5188,3.4975176,1.1491061,9.130767,3.0823634,10
MB-5597,4.41815,4.273453,9.005754,3.3333194,3
MB-5645,5.54479,4.39007,9.452805,3.1646724,7
MB-2919,4.233881,5.3845863,9.432821,2.603098,8
MB-5642,4.984817,3.4696174,9.813556,3.922451,4
MB-5155,4.824263,4.46216,8.739763,4.432191,4
MB-0200,2.9504297,0.6565498,9.159354,2.7463026,10
MB-0628,5.234863,3.5621653,8.473654,3.0030317,7
MB-6052,3.8882022,1.4672501,9.750215,3.1277325,4
MB-5243,4.920415,3.4849837,9.511094,3.9231453,1
MB-4017,5.1641254,3.8172162,9.514031,3.6077023,6
MB-5632,5.2074146,3.9805095,8.243872,3.3740497,9
MB-7277,3.814839,5.393905,9.484253,2.6164997,8
MB-7220,3.759874,4.660226,9.529914,3.590765,8
MB-0505,4.648527,3.0675185,10.216431,2.6894567,4
MB-0559,5.7464004,3.5092163,8.755115,3.0969157,7
MB-5511,4.029895,4.0311136,9.220064,3.0690627,10
MB-0626,4.464987,4.310693,8.995624,1.9473511,1
MB-5361,4.091978,4.8745255,8.177174,2.941593,8
MB-2513,3.239133,3.6944883,10.081755,2.1864922,5
MB-6018,4.046882,4.7766757,8.372832,2.812183,8
MB-6147,4.414592,2.5850718,10.578535,2.9641926,4
MB-0263,4.958814,3.707822,9.827708,2.8124666,7
MB-4778,4.8055835,3.4983218,9.991464,3.5758314,4
MB-0156,4.394659,2.317213,10.739484,3.03681,4
MB-4274,4.1021757,5.0297503,8.059411,4.4346137,8
MB-3781,4.492129,5.4218917,9.46387,2.6359131,8
MB-5572,4.2180085,0.83070964,9.076237,3.064947,10
MB-4120,4.0999303,4.9774737,8.096421,4.5021296,8
MB-0869,3.1380582,0.6421732,9.55099,3.008872,10
MB-2724,4.5671754,0.8610963,9.201415,3.0567229,4
MB-7296,4.414215,4.1551595,9.1571665,2.0554574,5
MB-5636,4.669944,4.625344,7.833306,3.6285925,9
MB-0444,4.323052,5.2236867,8.313776,3.8125052,8
MB-5431,3.8104522,1.5303608,9.843913,3.2783747,4
MB-4818,5.1190495,5.2442427,10.270327,3.563181,3
MB-0620,4.5605497,2.5227828,10.757196,3.2685683,4
MB-3706,3.158443,0.9351888,9.566742,2.5893044,10
MB-0111,4.2991014,4.1692863,9.977995,2.2569997,3
MB-4828,4.349598,4.500077,9.348647,3.5405097,1
MB-0504,4.609552,3.8973877,9.771272,2.4730375,3
MB-3487,5.316791,3.921237,8.783821,2.2709153,1
MB-3470,3.1808095,3.4335675,10.108679,2.430112,5
MB-0262,4.5329757,2.8445518,9.865752,2.2777436,7
MB-7198,3.9485204,3.7847192,9.635464,3.1605632,6
MB-5386,5.487196,3.8406267,8.395195,2.8683267,7
MB-2750,3.752897,5.0013986,9.396126,2.3479366,8
MB-7157,3.9414263,5.557056,8.708233,3.3654053,8
MB-2758,3.6088839,2.0096352,9.600354,2.7328327,4
MB-7095,4.6760497,4.883106,9.245954,2.8964894,8
MB-0181,5.6639743,3.2852788,9.055588,2.7779398,7
MB-0893,4.0599623,1.0786394,10.725955,1.9887168,4
MB-5057,3.2534254,0.7794335,9.262883,3.2021763,10
MB-5580,5.031273,3.7798696,9.827158,3.8159988,4
MB-4763,4.0249543,3.3670475,8.708642,3.5798454,5
MB-5562,5.379641,4.962937,8.994478,3.580986,2
MB-3439,3.7760503,4.935821,9.281187,2.1070585,8
MB-0394,5.472569,3.9494474,9.722253,2.6659536,2
MB-7066,4.1030345,2.539273,10.2030735,3.7026646,3
MB-3014,3.218281,0.68022215,9.412309,2.7144036,1
MB-6183,4.912581,4.8836684,8.9191475,4.0709457,8
MB-7059,3.5345147,4.1500707,9.336758,2.2534788,5
MB-6144,4.160375,0.8415931,8.980519,3.143372,10
MB-5628,3.932213,3.4687526,8.822862,3.31197,5
MB-3211,3.3194926,0.69893706,9.327909,2.7131696,10
MB-0059,5.074566,4.5380583,9.562373,2.0615313,8
MB-0313,3.892109,4.6248794,8.750697,2.289129,10
MB-0008,5.5045414,3.3836617,8.837888,2.6376371,9
MB-5190,4.386429,3.7688313,7.8036585,5.2512946,4
MB-0062,4.2986927,8.774672,6.1257114,-0.4525285,10
MB-0006,4.397375,8.614678,6.276789,-0.31071717,9
MB-0605,4.2402415,5.1768556,9.089644,2.665791,8
MB-7060,4.0744605,4.3632846,9.442812,4.075038,3
MB-7029,4.751889,3.2276359,9.787611,3.0113208,4
MB-7135,4.0271254,4.495689,9.576215,3.770562,5
MB-7244,4.0719943,4.6349645,9.52582,2.8915558,8
MB-2840,3.1054463,3.864371,10.190751,2.4160063,3
MB-4938,3.088025,0.8525976,9.375702,3.1819205,10
MB-4898,5.361081,4.332708,9.602672,3.6455657,7
MB-0589,4.3849344,5.301152,9.410514,2.3953116,5
MB-7293,4.4117217,3.8008993,9.896751,2.089477,3
MB-5577,4.526968,1.1611366,9.175481,2.9349265,3
MB-0288,5.4779797,3.4123044,9.624547,2.5770285,1
MB-4849,3.8256717,5.196085,8.480224,3.478271,8
MB-0611,4.7878656,2.5867898,8.872092,2.9572327,9
MB-0436,4.365958,2.7111452,9.532666,2.5878477,4
MB-6187,4.5386972,2.3757634,10.249235,3.6225002,4
MB-5582,3.842827,4.145362,8.808281,3.6651511,3
MB-0594,5.386326,4.1346097,9.72728,2.6548753,4
MB-5614,3.8671215,3.8443923,8.841567,3.521888,9
MB-6334,4.6465282,4.28378,7.8530726,3.8639963,9
MB-7042,5.195444,4.6104813,9.382543,2.7725286,8
MB-3254,3.7750175,4.4400144,9.856835,2.3095427,3
MB-0112,4.8642693,3.7109993,9.864605,2.3625565,3
MB-0379,5.2506967,3.3857176,9.365583,3.1690805,7
MB-0179,4.2477455,1.2907766,9.978997,2.5197058,4
MB-2996,3.8844268,4.236336,10.152147,2.3181074,7
MB-5183,4.142802,4.7351003,8.267394,4.355357,8
MB-4059,4.3598576,3.126649,9.270538,3.7263856,3
MB-2712,5.6135955,3.8739233,9.487514,3.1931605,7
MB-5394,4.4251747,1.5818249,8.918491,3.59519,1
MB-3545,3.2541945,3.5609286,10.141097,2.4437966,7
MB-4942,4.007909,0.95711845,9.119322,3.0349483,10
MB-5079,4.7823153,4.94907,8.967945,4.0181236,8
MB-2517,2.9814606,3.8621445,10.088872,2.268543,5
MB-5268,4.8740816,4.545273,9.118254,4.1673336,3
MB-2823,4.1188917,2.996678,10.348013,3.1056585,4
MB-4119,4.589533,4.270702,7.703962,5.276213,7
MB-6178,3.3604112,0.78130853,9.514903,3.058446,10
MB-6069,5.6661987,3.4787924,8.537994,3.1130242,7
MB-7208,3.9510772,2.3918946,9.23175,3.4806952,10
MB-0583,4.9597287,4.9400325,9.475324,3.5333207,3
MB-3028,4.500087,5.0512233,8.672074,2.625739,9
MB-2772,3.7683682,3.8072839,9.974878,1.9180511,6
MB-4744,4.2375946,5.0600543,8.094645,4.437752,8
MB-0165,5.036548,3.6294706,8.305984,2.6910229,5
MB-5185,4.2280107,4.513035,8.313696,4.642671,4
MB-2793,4.3078127,5.5038223,9.042945,2.7237477,8
MB-0115,3.4356308,0.65855503,9.175667,3.0091329,10
MB-5148,4.1125607,2.3759239,9.982802,3.646106,4
MB-3600,5.4075203,3.6618435,9.080101,2.2595537,9
MB-4679,3.6629074,0.72225654,8.941506,3.3042684,10
MB-0553,4.548148,4.7728853,9.355671,3.5506742,5
MB-0581,5.0826154,3.107286,8.867507,2.8365254,7
MB-7062,5.1060023,4.0940404,9.644594,2.2993166,3
MB-0642,4.6168885,5.5488133,9.366189,2.459458,8
MB-7010,5.5422125,4.578652,9.395142,3.62067,7
MB-7133,4.373735,3.935557,9.28697,3.1716545,1
MB-5382,5.44456,3.776375,8.530239,3.9358072,7
MB-6284,5.6992984,3.436796,8.736852,3.111069,9
MB-0195,5.1021934,4.3300695,8.68364,2.179102,6
MB-2801,3.3775592,4.6055746,9.622394,2.3589714,2
MB-7205,3.1441443,0.6442505,9.286234,2.8890636,10
MB-3536,3.134908,4.040054,9.923738,2.295323,5
MB-0471,5.1699615,4.4579644,9.597074,3.6521387,1
MB-7081,3.8095856,1.0231091,9.105893,2.7162914,10
MB-5126,3.4190078,1.1121107,8.951429,3.0811794,10
MB-4957,4.5923686,4.229889,7.736442,5.230541,7
MB-4004,4.9219847,4.74923,8.455452,3.4246113,9
MB-0046,4.229781,5.4749136,9.22731,2.4254048,5
MB-0501,4.787579,5.3574166,9.124276,3.0542226,8
MB-7043,4.6005096,2.7196834,9.711409,2.5996504,4
MB-5477,4.877635,4.9596043,9.085927,3.166447,3
MB-4339,4.198896,4.6756735,7.741196,5.0142465,8
MB-0384,4.163202,5.217362,9.3232765,2.193193,8
MB-3032,3.5613558,4.686666,9.676446,2.1376097,3
MB-5323,4.1378345,0.91713685,9.077406,3.153154,4
MB-4651,4.895478,3.166698,9.124012,2.877465,6
MB-6077,4.5626154,3.9421444,7.892154,4.9979916,7
MB-0506,4.562298,2.4169765,9.311691,2.7486746,9
MB-5489,4.18031,4.0041604,9.235291,3.2731662,3
MB-7233,4.6491823,4.823437,9.234311,3.6764903,8
MB-7194,5.5441136,4.39774,9.1256,3.8878255,2
MB-4230,4.5153813,3.8435771,8.347006,4.666443,7
MB-0340,3.6509852,0.96777886,9.049472,2.9018378,10
MB-3850,4.48177,3.4642854,10.071282,2.290136,4
MB-2745,3.884681,5.3444653,8.967132,2.7359183,8
MB-0234,4.2191305,5.3447976,9.245456,2.2650666,8
MB-4771,5.024661,4.2182875,8.546004,3.6901488,8
MB-0480,5.70839,3.5069737,8.962766,2.7723217,9
MB-0511,4.5476217,5.0742726,9.46057,2.0682826,3
MB-0131,4.0069194,5.451483,9.234691,2.7909722,8
MB-5414,3.891808,4.690276,8.480918,2.898648,9
MB-7297,4.710083,3.9522681,9.309653,2.071064,1
MB-5033,5.428367,4.35726,9.387791,4.129111,1
MB-4779,4.0660396,4.1896434,8.8887615,3.6531742,3
MB-0383,4.5270033,3.3256881,9.377198,2.9607267,1
MB-0588,4.0326457,2.4118836,10.121157,3.6257508,4
MB-2749,4.264383,4.2676916,9.905692,2.208496,3
MB-3754,3.2979035,3.766616,9.895188,2.2815268,1
MB-4814,4.767554,2.8348677,9.959724,3.883551,4
MB-5530,3.9234254,4.014723,8.62458,3.6332824,7
MB-7159,3.0755599,0.8089684,8.8866625,3.2730756,10
MB-0531,4.5394115,2.4494255,10.722048,3.260178,4
MB-7181,5.6944613,3.9219656,8.167149,3.6882467,1
MB-7036,3.7514462,0.9164763,9.636867,2.4950101,10
MB-5317,5.231149,5.233512,9.496789,3.810091,8
MB-5551,3.281881,0.7781561,9.176994,3.2424057,10
MB-0454,5.216752,5.4845095,10.511215,3.512575,3
MB-5629,3.8865104,4.040921,8.877981,3.0212903,3
MB-0615,4.540109,3.731272,10.014156,2.0371811,5
MB-5432,5.744745,3.4888554,8.514089,3.292153,7
MB-7237,4.2734265,3.5136325,8.994418,3.7491674,9
MB-3430,3.8373883,4.110645,8.960909,2.6637874,3
MB-7099,4.0228963,5.062797,9.724206,2.922639,9
MB-5113,4.740691,2.454855,9.579926,3.7677782,1
MB-7044,4.423287,2.220035,10.704177,2.7753887,4
MB-6167,4.3672643,5.4728484,9.084991,2.8771586,8
MB-4934,5.598966,4.4869804,8.975724,3.6362574,7
MB-2863,3.2193825,3.755806,10.287299,2.4842167,4
MB-4348,4.593783,3.9937449,8.268351,4.1760216,5
MB-4896,4.4853773,2.6146677,9.466895,3.7810438,5
MB-2770,3.888725,5.0766134,9.665309,2.3765094,8
MB-5195,4.2936935,3.4761546,8.404851,3.4609575,5
MB-3277,3.260799,0.68733335,9.298693,2.7057815,1
MB-3396,3.195115,3.6831484,9.937159,2.4700103,3
MB-0458,4.3522234,2.4831529,10.568747,3.1145616,4
MB-0895,4.9630256,4.5058274,9.594777,1.9700867,5
MB-5324,4.483502,4.384668,8.907388,4.0848355,3
MB-3079,3.7772593,5.0585284,8.849889,2.8201952,8
MB-0148,4.216188,1.722687,9.30941,2.6519415,5
MB-4733,4.040393,1.3006352,9.047936,3.160694,4
MB-6122,4.0117297,1.8641421,9.465785,2.9721155,4
MB-2645,3.9869099,3.9029706,9.547506,2.287762,4
MB-4018,5.1472745,3.7066803,9.632492,3.759767,7
MB-3167,4.1903257,4.9754353,8.000271,4.5887194,8
MB-6071,5.1964417,3.6930315,8.375407,2.724758,7
MB-0312,5.394913,4.97941,9.005841,3.1177495,2
MB-3037,3.9673617,5.2424393,9.401617,2.3537846,3
MB-4805,5.280855,4.477972,8.936431,3.5055842,7
MB-4300,4.3784966,4.0623903,7.5676804,5.377747,6
MB-4171,4.6154504,3.8880062,7.764464,5.078578,9
MB-2767,3.8080602,4.1891613,9.4974,1.9092561,2
MB-5222,4.0763946,1.1636624,8.973856,2.9529963,10
MB-0558,3.48894,0.7653478,9.247125,3.042262,10
MB-7158,4.089868,0.81989044,9.119667,3.1203263,4
MB-5161,4.776728,2.7089732,10.369602,3.4278224,4
MB-0380,5.3888516,3.7048626,9.002969,2.1530335,9
MB-0203,5.088097,4.4799542,9.571489,2.008285,7
MB-5235,4.2169976,1.8706238,9.6327715,3.4559765,9
MB-0510,5.061886,3.857655,8.857102,2.2926173,9
MB-0411,5.207481,3.1324313,9.735512,2.9331844,6
MB-5145,3.4146907,1.0714346,9.608341,3.1507738,9
MB-2999,4.873019,3.9883485,9.226135,3.6967745,7
MB-7294,5.367229,4.1872153,8.835863,2.3979926,1
MB-2939,3.5212154,3.8346384,10.038194,1.9836762,5
MB-4883,5.1135697,3.5819159,9.729434,2.3147633,7
MB-5066,4.5700126,4.864732,8.750869,4.000226,3
MB-6358,4.461216,2.909492,8.987554,3.5063498,5
MB-4935,4.182749,3.319993,8.112171,4.367566,5
MB-0245,4.830592,4.014365,9.81811,2.0268886,3
MB-5565,3.826314,0.8169544,9.280567,2.8878303,10
MB-3123,3.3354187,1.0869172,9.308388,2.6984055,9
MB-6207,4.352161,5.451788,9.023412,2.644612,8
MB-5623,3.7887986,4.164208,8.715772,3.151299,3
MB-7048,4.1064267,4.1662354,9.491277,3.9260705,1
MB-5102,3.3104088,1.8106346,8.644194,3.7167618,10
MB-7270,3.9624026,1.6785223,8.909758,3.2272804,10
MB-0258,5.614513,3.486522,8.559695,2.8892212,7
MB-2847,3.1522071,3.8534756,9.821645,2.551879,5
MB-7284,4.713986,4.8088098,8.869385,2.5682864,6
MB-5626,3.864157,4.870647,8.559022,3.4369996,8
MB-5035,4.3994527,3.8106387,9.071238,3.2401426,3
MB-4769,3.2327836,0.893508,9.191889,3.131364,1
MB-6012,4.3276505,4.5211616,7.580784,5.2673903,8
MB-5589,3.8343804,4.975972,8.563844,3.630248,8
MB-6168,5.1970572,3.2171948,9.025245,2.8386056,7
MB-4716,4.3309836,3.79635,8.19862,3.955692,3
MB-4930,4.644279,4.3820906,8.103315,2.8329034,9
MB-0249,4.830717,4.2327495,9.588639,2.2328074,10
MB-3002,3.684315,4.702186,9.812604,2.143925,3
MB-0163,3.5358374,1.0411807,9.710706,2.9361906,10
MB-4785,4.234627,4.668443,7.899398,4.8060555,8
MB-0159,4.318765,2.143538,9.306856,2.9259067,5
MB-5098,5.7004128,3.7663124,8.342495,3.4350908,9
MB-5292,4.6205087,4.401572,8.016505,3.4095416,5
MB-6083,4.0322504,4.7783313,8.320833,4.347277,8
MB-3235,3.443208,3.4157197,9.823095,2.424376,5
MB-5305,4.096742,5.464277,8.39051,3.6219604,8
MB-5169,4.1678967,4.972393,8.183618,3.6522305,3
MB-6047,4.940811,2.942771,8.803016,3.4066994,9
MB-6098,3.1688848,0.62909627,9.535704,3.0962987,10
MB-0269,4.119836,1.2812881,10.489619,2.2008755,4
MB-0320,4.6342244,3.3731596,10.456128,2.8152637,3
MB-0287,5.4892926,3.404366,8.73643,2.8099892,7
MB-4417,4.242449,3.7500603,7.8877096,4.9369946,10
MB-7286,4.6625557,5.202768,9.402134,2.7497933,3
MB-5588,4.457788,0.9138287,9.10457,3.1077776,4
MB-4154,4.344352,1.2366288,8.821565,3.304264,4
MB-3026,3.8232143,4.4461637,9.772161,2.1365073,6
MB-5471,3.9546497,4.334799,8.820181,2.56751,3
MB-7023,3.8734193,1.3093342,9.828605,2.450772,10
MB-0417,5.374628,4.1786275,9.185982,3.703117,7
MB-4350,4.378894,4.1364346,7.527125,5.4342494,5
MB-7007,3.5172734,0.9076898,9.120983,2.8799164,10
MB-5360,4.2160606,5.163626,8.21854,4.1604404,8
MB-5039,4.452909,5.081412,8.378843,3.9428232,1
MB-5326,4.3593354,4.020766,8.789099,4.6783447,4
MB-2929,3.9464428,2.4909751,9.865662,3.1986043,4
MB-7168,5.6313,3.689245,9.515888,3.0123088,7
MB-6286,4.964713,4.9345264,9.086983,3.992039,3
MB-6143,3.4958792,1.3107808,9.897257,2.9792612,9
MB-4792,3.397814,0.83366007,9.380167,3.2259843,10
MB-4712,4.159441,2.5433369,9.661026,3.7058613,9
MB-6149,5.5569606,3.6758533,8.068548,4.123529,7
MB-2705,4.529576,4.6671085,9.590158,3.2284482,3
MB-5218,5.313513,4.0032535,8.79401,2.848424,1
MB-3476,4.0784855,0.88392085,9.088431,3.1250045,10
MB-5264,3.9415145,5.046761,8.322318,3.8040524,8
MB-0239,4.276041,4.0937495,9.549475,1.7457093,3
MB-2957,3.2794714,0.6535985,9.401237,2.7806756,10
MB-3874,5.3278613,3.665701,9.4292755,2.9759426,7
MB-0275,4.5556765,2.8821986,10.428033,2.3489664,4
MB-4675,4.3459244,5.33102,8.982446,3.687183,8
MB-2927,3.8639712,4.713698,9.363736,1.9815345,1
MB-4794,5.6258354,4.3560686,9.035287,3.6628258,7
MB-7005,3.8645654,5.311389,9.600781,2.472046,8
