,Component_1,Component_2,Component_3,Component_4,label
531,4.416062,4.1299047,9.477443,3.316034,2
532,4.2756443,3.536387,7.871084,5.138755,3
533,4.3194776,5.0826354,9.16927,2.3919642,10
534,3.2641637,3.3007276,10.263108,2.3541875,7
535,3.9052474,4.9308457,8.636981,3.6597736,8
536,3.7340527,4.1699877,8.819999,3.2831678,6
537,4.6061683,4.233124,7.8271394,3.8512554,10
538,4.3045535,5.317816,8.362403,3.5894217,1
539,4.083229,1.6214602,8.93106,3.0723848,9
540,4.842681,4.972117,8.698886,3.411747,7
541,5.495289,4.1965027,9.617524,2.5416453,4
542,3.1360412,1.24777,9.649757,2.6414807,4
543,4.469118,2.9745903,9.541813,3.4384902,4
544,4.6114492,3.6528146,9.472979,1.7745779,7
545,5.6363535,4.6128345,9.448857,3.4627488,5
546,4.899887,3.1311998,9.96449,3.8940167,3
547,4.178623,1.3459867,9.853156,2.430389,4
548,3.4041853,3.8072782,9.838709,2.7473738,10
549,5.119828,3.4842873,9.782779,3.544972,3
550,4.510836,4.764231,8.858438,2.170253,7
551,4.335916,1.6662588,9.040952,2.8402872,1
552,4.1866956,1.4269278,10.4956665,2.320581,4
553,3.3661084,3.8343546,10.258527,2.7763839,1
554,4.5127025,4.28696,7.8719406,3.7830837,4
555,4.457997,4.017346,8.974583,1.8403412,4
556,4.623964,2.6275587,10.6429205,3.3443558,8
557,4.289985,5.070722,8.07321,4.510826,8
558,4.4069657,2.5680423,9.226578,4.1984305,4
559,3.3134246,4.479219,9.909453,2.4540074,10
560,4.073373,2.9391944,8.54694,4.028707,8
561,3.3967638,0.536321,9.027174,3.2767262,7
562,5.218213,2.9940257,8.915688,2.9488187,3
563,4.1334476,3.998209,9.239376,3.9354675,9
564,3.9099076,5.552951,8.546325,3.3801756,3
565,4.4920745,0.91254866,9.068146,3.1155598,8
566,4.32866,4.1027474,8.87095,4.6533346,8
567,3.9455311,4.580625,8.912118,3.2987328,4
568,4.571381,5.237789,8.818995,3.7404182,8
569,4.450834,2.2517853,9.206879,3.8319056,4
570,4.2535453,5.2080965,9.204802,2.1730163,8
571,3.667037,0.895316,9.085104,2.9552083,8
572,3.2390919,3.4977372,10.436021,2.174593,3
573,4.3749733,4.528871,7.434282,5.4339247,3
574,4.013893,1.9425715,9.463902,2.8255546,10
575,4.3126335,5.3427763,8.713264,2.5644226,6
576,4.8598056,4.138373,7.7669024,4.638155,3
577,5.034433,5.1078568,9.246349,3.6842659,8
578,4.0738854,5.0333223,8.217431,3.9812794,9
579,3.1134245,0.7705517,9.1603155,2.7213345,3
580,4.2104115,4.3675504,9.047441,3.0975642,1
581,5.6409354,4.223505,8.679064,3.3470814,6
582,4.105041,3.9475136,10.014299,3.7322268,4
583,4.4824495,4.1921105,8.360267,2.3724053,4
584,5.338726,5.542305,10.649404,3.5960248,10
585,5.6429906,4.263147,8.731786,3.2896569,9
586,5.356638,4.066401,9.272023,3.8760662,7
587,4.3014703,4.4232793,7.718647,5.212029,8
588,4.831141,4.8063188,8.577931,2.8927383,1
589,3.2532842,0.82033163,9.503088,2.7092433,9
590,4.3220663,4.1291313,7.877832,5.2141786,5
591,4.600868,2.5582225,10.725597,3.2668307,5
592,3.3862402,0.8595263,9.420747,3.076902,9
593,4.2946987,1.5888913,9.139714,3.2815409,10
594,3.9814496,2.3929462,9.903961,3.5296602,9
595,4.32498,4.0375724,9.16485,3.1171465,7
596,4.795853,3.113582,9.03238,2.645056,8
597,5.22842,5.3866987,10.409398,3.6101053,4
598,4.873728,2.5639904,10.551394,3.0742474,6
599,4.544111,2.4521985,10.673916,3.0147536,7
600,3.7611864,4.9056582,9.734943,2.205727,8
601,4.899812,4.591003,8.031546,3.3372302,3
602,4.390951,4.4939656,8.730823,2.0499802,4
603,3.2113378,3.7055345,9.729942,2.543736,4
604,4.462257,4.3771696,7.5494695,5.3829255,8
605,4.056244,4.748089,9.460421,1.8608013,3
606,4.5667915,3.0692458,9.824656,3.9920511,7
607,4.4945483,3.3477468,9.389565,2.1612391,8
608,4.4026804,2.825621,8.83163,3.920195,4
609,5.8320394,3.6161366,8.316248,3.3385866,3
610,4.5475745,4.613986,9.609879,3.5936115,8
611,5.2575407,5.2565823,10.299012,3.6952887,8
612,4.516422,3.9759128,9.103036,3.4592783,9
613,5.399692,3.4754655,9.552153,2.258452,5
614,5.0908966,3.8385718,8.93195,1.9624928,8
615,4.872387,4.599104,8.66024,2.2546318,3
616,5.299567,5.0880933,10.483588,3.858822,4
617,4.4712706,4.8037095,8.561393,2.3284223,9
618,4.3355217,4.422996,9.596894,1.7430485,6
619,4.2003436,3.924679,9.50446,1.8541588,5
620,4.2197275,2.268519,9.436995,2.8162634,3
621,4.41402,3.816563,7.5990963,5.3837123,8
622,5.2516174,3.6285374,9.735588,2.202793,10
623,5.160419,4.437776,8.173394,3.2079601,4
624,3.1729972,3.5382752,9.864788,2.5237603,4
625,3.785185,0.88094926,9.197986,2.7438304,4
626,4.590291,4.6439676,8.832003,4.0879526,10
627,3.9670997,5.38482,9.381214,3.2754843,9
628,4.085007,5.509009,8.405737,3.5255904,5
629,3.5867672,4.3024793,9.145051,3.0672019,4
630,4.6848493,4.3275213,9.579194,2.5254688,2
631,3.2726984,0.66681755,8.893083,3.2442734,8
632,4.1752377,4.7336564,9.393951,3.8457446,8
633,4.818609,4.487493,8.895219,4.5215797,3
634,4.066032,1.1055249,10.719424,2.004234,3
635,3.9865115,4.937213,8.291119,2.8622599,3
636,4.1323104,2.7261739,10.514371,2.7607744,8
637,5.1706486,3.0775805,9.089055,2.9280355,5
638,4.823303,3.416945,9.346806,2.6754186,5
639,3.8728952,4.4372034,9.293394,1.7406881,10
640,5.4978657,4.4667745,9.491723,3.0743132,8
641,4.166103,1.8231378,9.07651,2.7172627,7
642,3.9347758,5.4795017,9.381083,2.5241883,3
643,3.3298583,1.8672935,8.627492,3.7510762,4
644,3.3351104,0.6548487,9.221118,3.1369843,3
645,5.2551584,3.9030187,9.015934,4.3170676,5
646,4.140055,3.557199,9.489872,2.571863,4
647,4.7117643,3.5665658,8.929921,1.8515178,5
648,4.3572445,5.094402,8.421911,2.8712187,4
649,4.523096,0.95797503,9.090904,3.102437,3
650,4.2987914,2.572915,10.212599,3.6417532,4
651,4.2576365,2.6017454,9.844472,2.8705013,3
652,4.1338673,4.8723636,8.472291,4.279332,8
653,3.0670173,0.6677381,9.045838,3.3386745,5
654,3.2162232,0.63909787,9.017377,3.2695026,6
655,3.9623082,4.7508683,9.498945,2.3955338,4
656,5.332689,4.7370925,9.5537195,3.0961602,9
657,4.191004,1.4349512,9.686206,2.5165904,7
658,5.444513,3.6234958,9.758518,2.761067,1
659,5.367179,5.283494,10.573302,3.8465235,5
660,4.401291,1.5648317,8.764864,3.6517859,8
661,4.063112,1.0825795,10.71831,1.9941518,4
662,3.363317,0.59035045,9.48571,2.8845992,3
663,4.3467197,4.636952,7.769338,5.013633,6
664,5.3198385,5.0138335,9.169117,3.5614607,8
665,3.6397605,4.97414,9.502086,2.0334678,7
666,4.2473645,4.093589,8.22585,3.9254608,8
667,5.734083,3.7900913,8.179547,3.649301,1
668,2.9633229,0.60637224,9.145157,2.6276755,8
669,3.190995,0.6564179,9.294855,3.1014655,8
670,4.456868,4.2110515,7.6059623,5.27197,4
671,4.5583673,2.5742426,10.457031,2.6984384,10
672,4.344728,5.3292933,8.97262,3.4688425,6
673,4.36874,5.4704175,8.879776,3.1563406,10
674,4.276132,3.8203008,9.685809,3.9546661,1
675,3.1931803,4.5618277,9.827393,2.2575479,6
676,3.0731847,3.486693,9.966138,2.276614,3
677,4.3082004,0.8739512,9.061735,3.0982556,3
678,4.3410654,1.2794809,9.059234,2.986593,7
679,3.075321,3.7605572,10.324093,2.150765,4
680,4.347073,4.61663,8.518824,2.8791819,8
681,4.3925467,4.3812556,9.380987,2.6974392,5
682,3.7407556,4.612451,9.061692,2.8240368,7
683,4.519866,3.209287,9.991703,3.1821299,4
684,3.031168,3.8165982,10.2874365,2.1493776,5
685,4.3973694,3.37994,9.702108,2.3322477,3
686,4.905699,4.6860833,8.924436,4.315474,9
687,4.264062,4.83138,8.961973,3.9087143,4
688,4.608004,2.4803898,10.748032,3.3420966,5
689,3.423221,1.0934327,8.981812,3.4685383,9
690,4.350215,2.3318555,10.653465,2.627819,5
691,5.343418,4.556996,9.856411,3.857346,5
692,4.3494864,4.938333,8.111234,4.670582,1
693,4.8240995,3.3707178,9.747088,3.7909317,10
694,4.276666,3.6784325,9.223341,3.7907634,5
695,4.0773077,3.5489545,9.068718,3.985576,4
696,5.058276,3.6933851,9.944087,2.076901,10
697,4.731106,3.5865197,9.844938,2.2693217,5
698,5.0101533,3.234369,9.671977,3.295699,1
699,5.05525,5.3750057,10.387616,3.4317164,8
700,5.0936484,3.5374916,8.994476,2.6479607,1
701,3.333662,0.8525923,9.493652,2.855368,2
702,3.0818465,0.7376582,9.198766,2.6286976,9
703,4.1021786,2.8391447,8.577724,4.008848,3
704,4.4139867,5.4604044,8.271454,3.757002,2
705,5.2885165,3.802027,9.6943655,2.142101,7
706,4.5405498,4.046039,8.345245,4.8761096,10
707,4.0577765,0.9169207,9.031242,3.1151996,7
708,3.8482773,4.341202,9.479144,1.908274,4
709,4.514991,2.5861585,10.755909,3.1411781,6
710,5.0145245,3.900105,9.291794,2.349746,3
711,3.8440752,5.5220537,9.126429,3.194843,1
712,4.832331,4.792054,8.971119,4.258042,8
713,4.6003137,3.2954893,9.881586,3.8776608,4
714,3.5367935,0.652909,9.46598,2.8586895,7
715,5.0711164,4.338379,8.108909,3.5453417,9
716,4.2698402,1.3667614,9.64264,2.56328,5
717,4.577577,2.496244,10.480208,3.5491343,8
718,4.2451687,3.102967,9.540658,2.1545703,4
719,4.168766,3.5159292,8.358676,3.6585176,8
720,3.8542109,1.0005999,9.665656,2.4379756,10
721,4.860218,3.1273324,9.97059,3.7524216,4
722,3.879178,5.1544156,8.366095,3.5063815,4
723,4.6526446,2.7862227,10.565032,3.1885974,9
724,4.63255,2.625785,10.644947,3.2220514,8
725,4.5905175,4.2365203,7.8353167,5.2748547,9
726,4.0070996,4.8544383,8.3591175,4.109223,8
727,4.3451476,3.534651,9.205808,4.021626,2
728,3.801631,0.9455662,9.671467,2.4605002,7
729,4.61815,4.046202,7.702819,5.0560656,9
730,4.3532996,2.2920797,9.444463,2.83128,7
731,4.461133,4.177026,7.822322,4.9173837,10
732,3.1347575,3.9617355,9.93242,2.3962612,9
733,4.239396,2.985675,9.339482,2.578861,10
734,3.5988507,4.3669047,8.76982,2.7030356,3
735,4.5107284,4.253683,8.648577,4.390088,7
736,4.4553185,3.6959407,8.929779,1.9538461,6
737,3.9302437,4.5481496,9.549488,2.0224607,4
738,5.5937204,4.179562,9.434501,3.3031933,4
739,3.1560175,3.7593188,10.23931,2.440624,9
740,4.6520157,4.0133104,8.176684,4.966737,3
741,4.5039697,3.5696151,9.5299,2.3120747,8
742,4.7023335,4.076584,7.654648,4.8072453,8
743,3.3724961,0.8071658,9.463338,3.1703067,3
744,5.538051,4.3238072,8.626075,3.4482656,10
745,4.616483,3.938283,9.280278,3.7572074,8
746,4.014743,1.5692871,9.1358595,3.0427067,4
747,4.4865746,2.7151983,10.499418,2.5988128,1
748,4.5008154,1.8330057,8.932617,3.4251041,10
749,3.544741,4.6766357,8.854001,2.760766,1
750,4.469071,5.640781,9.144845,2.4974911,5
751,5.645996,3.8369575,8.167227,3.5929105,8
752,5.744219,3.725338,9.2705145,3.2056143,7
753,4.032551,4.5296893,8.579584,4.4859276,7
754,4.7684374,2.5382721,9.769523,3.7416506,3
755,3.9592535,0.9796347,9.613963,2.561022,10
756,4.0399776,2.5082858,9.376909,2.818399,9
757,5.5575747,4.0597563,8.279518,3.511439,4
758,4.4249687,4.2879324,7.425344,5.517988,5
759,5.2264047,3.4419868,8.4696865,3.943961,4
760,4.3936496,4.1606255,7.592759,5.2343593,7
761,5.558728,4.6580324,9.292055,3.8873086,8
762,3.8566604,1.3509822,9.691818,3.1676934,7
763,5.726327,4.312793,9.132313,3.6098886,4
764,4.090086,1.126465,10.652692,2.0531142,9
765,3.9565935,2.487778,9.905978,3.2161808,2
766,5.4218335,3.9224954,9.601966,2.7705624,2
767,4.6221395,5.3747177,9.739109,2.6300137,5
768,4.1191683,5.2666736,8.373695,3.6290765,4
769,5.44492,4.580476,8.985835,4.090214,4
770,4.9184833,5.286167,10.338109,3.5786107,8
771,4.409841,3.9806106,9.781326,3.9034631,4
772,4.5831804,4.07404,8.886228,1.9621686,8
773,3.8146446,4.041522,8.768964,3.258355,8
774,4.0550437,5.3165374,8.906872,3.879404,5
775,3.979264,5.112857,8.55831,3.7377138,9
776,5.8788877,3.6991854,8.280508,3.4442375,4
777,4.4437165,1.6403764,9.254892,3.550224,10
778,4.4186234,3.509553,8.7518215,4.3171077,10
779,4.822502,4.1972976,9.644861,2.2717535,9
780,4.3495297,8.714672,6.1854405,-0.39305183,9
781,4.0924134,5.4539104,8.738051,3.5155532,1
782,4.408475,5.247533,8.264374,3.7942011,2
783,3.407894,0.79101485,9.299989,3.1440911,7
784,3.5312116,1.0451757,9.433597,2.6048107,4
785,4.2457504,5.5903244,8.838833,3.158847,3
786,4.4221354,2.1563778,10.480256,2.432496,10
787,3.7176602,4.4192624,9.4284315,1.822815,3
788,5.3091035,5.1487007,9.032302,3.224234,8
789,4.272424,5.1178226,9.199201,2.5260293,3
790,4.256319,1.7373815,9.050166,3.1525366,10
791,4.3210325,2.830455,9.100934,3.5308022,7
792,3.2981586,0.6855769,9.456146,2.6942713,9
793,4.339416,8.723811,6.1764174,-0.40254897,10
794,3.0725486,3.9521239,10.016813,2.311094,9
795,3.7819006,4.3093486,9.318005,1.9217719,1
796,3.1092186,4.53621,9.907334,2.1658823,10
797,3.9191077,5.524197,9.186604,2.7307858,8
798,3.8847575,1.1422398,9.611113,2.7613175,1
799,5.2075624,4.3715343,8.8867035,3.2951589,3
800,3.22308,4.5376573,9.812197,2.1669781,9
801,4.1324444,3.5758433,8.970001,4.004861,10
802,3.7454686,4.957783,9.54482,2.8117146,1
803,4.9596696,4.3285227,8.6085415,4.0259104,4
804,4.3302464,1.7844858,9.704815,2.4249458,8
805,4.471751,2.3504527,10.793958,3.227501,5
806,3.9282446,3.9869092,9.060878,3.6239417,10
807,4.4786673,1.9508387,9.0861,3.6316679,8
808,4.412159,4.421577,7.460771,5.443469,8
809,3.319295,0.5535857,8.953827,2.9504368,3
810,4.3511496,5.012359,8.91415,2.7662835,10
811,5.3124375,5.3460073,10.542388,3.7844284,3
812,3.706179,5.231178,9.064117,2.4640474,5
813,4.388574,3.0309587,9.436219,3.2383962,3
814,4.134999,4.9643755,8.081158,4.546836,2
815,4.2785788,2.3932052,8.835913,3.245885,3
816,3.1153193,3.790037,9.9208145,2.539213,3
817,4.6756835,3.761146,8.447096,4.6283183,1
818,5.691124,3.7711306,8.274741,3.8745558,1
819,5.7876396,3.2960558,8.801938,3.032397,8
820,5.171634,4.958342,10.170406,3.6851285,4
821,4.6239533,4.495826,8.016418,2.9584978,1
822,5.1159782,3.5140164,8.938631,2.1798313,4
823,4.2978926,4.9630537,8.312117,3.9762216,5
824,5.6572695,3.776018,9.427989,2.5857458,9
825,3.692181,0.7000487,9.158645,3.091165,5
826,4.4063377,4.3152447,8.629613,4.381376,3
827,3.931138,0.9923862,9.360222,2.639026,8
828,4.3456244,4.697159,8.050614,4.558668,9
829,4.1808496,4.5483084,9.073015,1.9065241,4
830,3.2561152,3.8916063,10.301185,2.1789155,3
831,4.314721,5.459723,9.295184,2.438938,9
832,4.3955364,3.4125412,8.729796,4.230668,3
833,4.4394813,4.0325933,8.275897,4.753858,4
834,4.4944944,5.0339746,8.348001,3.85362,3
835,5.756653,3.4021864,8.662428,3.1781433,7
836,4.151555,3.4568396,8.930216,3.4787948,6
837,4.870957,4.0259457,8.141044,3.3062081,1
838,4.882216,4.15196,9.1718,4.2335405,1
839,5.2079697,5.0478444,10.562803,3.6815815,8
840,4.326493,4.537445,8.584438,4.4187326,6
841,5.3831224,4.1035666,9.175863,3.3950133,6
842,5.702188,3.6603136,8.29024,3.7759209,5
843,4.058815,1.0713818,10.740067,1.9769171,1
844,5.3332524,3.9774384,9.49274,3.0189497,1
845,4.122564,3.1137633,9.377331,2.6989963,4
846,4.066066,4.509468,9.403299,1.8702489,8
847,5.2765713,4.08833,9.647786,2.4381583,3
848,4.2713466,3.8432407,9.243427,2.2352486,10
849,3.5767477,0.6294938,9.204935,3.0437984,4
850,3.7972481,5.5304246,9.176004,2.9729571,10
851,5.159482,3.9746096,9.66024,2.01251,8
852,4.072943,3.3222635,8.793859,4.0955334,3
853,4.932599,4.7762346,8.854484,4.231486,10
854,4.681252,3.167247,10.41571,3.1671245,4
855,3.081161,0.5797453,9.297724,3.1670902,4
856,3.8076622,0.8900779,9.082222,2.887768,9
857,3.7620506,4.5148234,9.146305,1.8701965,6
858,3.875467,5.3904004,9.48745,2.518223,4
859,5.572716,3.8084035,8.806744,2.3522675,4
860,3.0707977,3.9763331,9.9311495,2.3044193,1
861,3.3740122,2.7530386,9.85958,2.5818307,3
862,4.549944,3.4125893,9.563285,2.0953307,5
863,4.0635333,2.8137894,8.57968,3.9954205,1
864,4.712166,5.272686,9.204932,2.4061725,3
865,4.1153617,2.632611,10.387178,2.655477,4
866,4.3538733,1.290436,8.883509,3.2372837,8
867,3.885935,3.1224947,9.937655,3.130744,8
868,3.1989043,3.059113,9.911432,2.555621,5
869,4.319129,1.1813073,8.849624,3.2200246,3
870,3.3382053,0.61022776,9.058199,3.2389648,3
871,3.044887,0.7177822,9.500205,3.1507385,3
872,4.397872,4.0671597,7.4707723,5.4794927,4
873,4.397493,4.3541965,9.322603,4.3099084,7
874,4.062674,4.974624,8.221813,4.3168044,5
875,5.30893,4.069108,8.945672,4.1342254,1
876,4.2295837,4.569344,9.874901,2.1187756,8
877,4.9765935,3.3130004,9.810294,3.7777648,7
878,5.2917185,3.2340598,8.998341,2.6315067,3
879,4.029934,0.848938,9.058012,3.0611045,7
880,5.4319253,3.8465488,9.617875,2.981345,4
881,3.7252078,4.998136,8.546275,3.4522755,3
882,5.873451,3.5940294,8.382091,3.426582,6
883,5.2625017,3.981429,9.713684,2.59294,7
884,4.1128354,2.6568356,10.448025,3.382708,1
885,4.2244425,3.0155191,10.331693,3.2521245,4
886,4.6296744,4.640003,9.216233,4.116143,1
887,3.9271579,5.184533,9.153464,2.69928,10
888,3.22372,0.7696152,9.400131,2.6192565,1
889,4.7324104,3.143852,9.750699,2.5560431,10
890,4.77548,2.7889524,10.477895,3.559606,2
891,4.5211773,2.3404627,9.586075,3.9241753,1
892,5.3612766,5.2556376,10.322593,3.7808707,7
893,5.7571855,4.3603425,9.338474,3.4114978,3
894,4.55634,5.213002,9.027743,2.8879764,7
895,5.8141026,3.3707185,8.919446,2.839069,5
896,5.6663127,4.6148005,8.842052,3.624689,8
897,4.856185,4.724652,8.788813,2.476733,8
898,5.4859548,4.176701,9.667698,2.444445,8
899,4.3816605,4.3159246,7.518278,5.3459277,2
900,4.4459662,5.454505,9.396516,2.2633636,3
901,3.6181262,0.96794283,9.41712,3.0083773,7
902,4.2550774,1.178963,8.873915,3.1665015,6
903,5.5224657,4.4120603,9.272278,3.9236262,7
904,5.147394,3.3109937,9.13792,3.9936864,8
905,4.353193,8.693753,6.202242,-0.3780701,8
906,4.512932,4.301167,9.315106,3.1304774,8
907,4.2895265,2.275124,10.689278,2.7625484,7
908,4.174365,3.6348135,9.475634,2.7843347,1
909,4.4151936,4.7859144,8.75516,4.1786947,3
910,5.329149,5.437436,10.58233,3.631969,8
911,5.5281773,3.452313,9.686317,2.676781,3
912,3.8692458,5.3760867,9.367296,2.3751488,5
913,3.7814183,5.511634,9.144559,2.8479042,4
914,4.33283,4.2457952,7.7682166,5.2211046,3
915,3.7196443,0.7814714,9.3589525,2.8443,4
916,3.8719144,4.1944857,10.036357,2.3708947,1
917,4.4537497,4.636421,8.481857,2.2890098,6
918,3.9608881,5.194379,8.341766,3.469659,1
919,4.466159,5.6767907,9.2165,2.6525476,4
920,4.1965437,4.079343,8.7341,2.5135226,8
921,3.334823,3.9211242,10.32347,2.4665399,4
922,4.1683645,4.2933555,9.174268,2.868431,7
923,4.3237486,5.2009783,8.90651,2.5693705,4
924,4.237606,2.1723156,10.36475,2.731649,9
925,4.438879,5.4469285,8.300657,3.7265441,10
926,4.3684273,3.9060655,9.154298,3.1818242,8
927,4.284468,3.6445763,8.439938,3.9853413,10
928,3.8960562,4.3181605,8.7980995,3.345163,5
929,3.7759457,4.64979,9.27511,1.8896927,6
930,4.751571,5.1410327,8.807593,2.5025015,8
931,3.955557,2.4729786,9.502952,2.7237437,3
932,3.9081361,5.5105214,8.834165,3.1331234,7
933,4.301922,1.7706114,9.678092,2.4470403,1
934,4.6907043,3.3147047,9.667139,2.3611047,3
935,4.4654126,5.028959,8.26314,4.3799706,4
936,4.1481047,4.9044595,8.051657,4.6447515,5
937,3.0883164,3.6849923,10.081509,2.2998874,9
938,3.4189138,1.3271129,9.728843,3.0688913,10
939,5.1240797,4.455582,8.146563,3.1666322,5
940,4.4465113,4.7409296,8.604834,2.2109902,4
941,3.8070264,4.0195932,8.8033905,3.161383,5
942,4.0444355,3.474907,8.470208,4.4292145,2
943,4.4657435,5.004457,8.255131,4.2812,8
944,3.285092,3.825421,10.365119,2.6130621,7
945,3.866702,0.96310234,9.109456,2.7985148,4
946,4.668259,5.050614,8.548047,4.4451604,8
947,4.058012,5.3153133,8.335791,3.7322795,5
948,3.6785405,4.676451,9.711731,2.0738358,2
949,5.3699336,5.2809067,10.565096,3.8530304,5
950,4.809808,4.3525333,8.977479,4.3713923,2
951,4.3634133,1.6373241,9.118271,3.1021035,9
952,3.7896175,4.166194,8.874555,2.8330524,10
953,4.028953,4.0362177,10.201994,3.3971279,1
954,5.649423,3.9586575,8.435615,3.1123536,3
955,4.9222546,3.0871708,9.699676,3.2434933,8
956,5.423265,4.045629,8.097834,3.4178863,9
957,4.694386,3.3709905,9.476137,2.866577,4
958,4.994486,4.8495083,9.532772,2.939106,4
959,5.323326,4.20208,9.687824,2.1290984,3
960,4.229383,3.7363439,8.728989,3.2816079,3
961,4.0125885,4.5409617,8.30172,2.8007147,9
962,4.654951,3.92007,8.20586,3.9896193,10
963,4.3636274,4.1809916,7.789327,4.3819976,8
964,4.4239717,2.973781,10.309112,3.0246322,4
965,4.1375146,1.308082,9.23938,2.7758794,1
966,4.2432895,4.4694433,9.561529,3.5745707,5
967,3.6810234,5.228572,9.449641,2.331178,7
968,4.3580346,8.751597,6.1490245,-0.42973346,10
969,5.003448,4.0741754,9.05353,1.9695536,5
970,4.476274,2.6037717,10.685469,3.2874482,2
971,5.897252,3.4743516,8.514564,3.3023896,10
972,4.0102134,4.1765018,8.924977,3.5658605,3
973,4.3937335,4.980816,8.260632,3.7999525,7
974,4.421014,4.024803,7.9637117,4.981128,9
975,4.1309633,4.288995,8.511469,2.9167345,5
976,4.5064588,5.3361144,9.189925,2.6673155,4
977,4.3434114,3.3185678,8.513448,4.3203254,8
978,4.154038,4.2986674,8.662606,4.4208555,4
979,4.2526155,5.5608563,8.9720955,2.954933,9
980,4.1103992,1.2675908,10.260143,2.2697527,8
981,4.2284455,1.6106095,9.02467,3.0785887,3
982,5.334521,5.3335247,10.594146,3.7586286,4
983,4.220608,4.7250705,9.394434,2.712175,8
984,3.93813,5.436329,8.706309,3.4907067,4
985,4.8501406,3.2275069,8.718774,3.6993163,9
986,4.45927,5.6535163,9.281675,2.561933,3
987,5.5077276,3.348256,9.526595,2.6867561,4
988,4.2311378,3.3517358,9.437964,2.2038767,3
989,5.487116,3.647995,9.203838,2.8077445,4
990,5.2996225,5.347301,10.562313,3.7629826,3
991,4.87566,4.6664186,9.4969225,2.8899376,3
992,5.0331645,4.1463046,8.967828,2.979101,4
993,4.3218126,4.2832923,9.116998,4.18774,4
994,4.708101,4.601605,8.737436,2.5922344,10
995,5.8108945,3.6713862,8.2746525,3.3509555,3
996,4.1592536,2.0328066,8.998033,2.8189187,3
997,4.1698647,1.3887553,8.918904,2.9385378,9
998,4.425694,2.2560642,10.643742,2.6992211,5
999,4.469651,3.2567465,8.45627,3.4996743,6
1000,4.5011015,4.781544,8.540666,2.345345,7
1001,4.309579,3.9149249,9.703508,1.9602177,5
1002,4.046597,4.4318933,9.88804,3.7374585,7
1003,3.012058,0.78648096,9.0003195,3.0890412,2
1004,4.0795326,2.9447627,9.718845,3.4494903,3
1005,4.7418666,2.5998027,9.2159815,2.5259461,8
1006,5.678593,3.5888171,8.274574,3.6555326,7
1007,4.021515,5.2680316,8.184394,3.6206434,3
1008,4.903776,2.854928,10.480745,3.627315,10
1009,4.7125354,3.547455,9.363683,3.4822206,5
1010,3.8756485,3.1701088,9.0953455,2.806393,1
1011,3.769856,4.3698215,9.420289,1.88084,3
1012,5.2364526,4.616484,9.465951,3.522029,5
1013,4.3804717,3.100412,9.900174,3.094601,4
1014,4.367126,4.3546968,7.429118,5.4968867,7
1015,5.260692,3.2915366,9.208976,3.0732877,10
1016,4.9880486,4.405438,8.029093,3.6086924,8
1017,4.481754,4.3297057,7.7033987,4.966491,8
1018,5.501978,4.427243,9.12266,3.958467,10
1019,5.010134,3.858744,9.065367,2.1262953,8
1020,3.9339993,4.3880014,8.879722,3.4408853,10
1021,5.4356213,4.1443777,9.404927,2.7722158,6
1022,4.6285477,4.7034664,9.596097,3.7302263,7
1023,4.0569615,5.2692046,9.461929,3.3040533,5
1024,4.259922,5.350649,9.476758,2.4425983,1
1025,4.130044,2.2832723,9.69781,2.823975,3
1026,4.2619805,4.1754804,9.403064,1.8836092,7
1027,4.682255,5.315145,8.816684,3.4835563,8
1028,5.0388484,3.351338,8.826092,2.530847,7
1029,4.6106043,2.7877014,9.806768,3.855773,7
1030,5.175915,3.453215,9.928571,2.6250973,4
1031,4.1898904,1.6044998,10.499823,2.396958,9
1032,4.4075923,4.887252,9.2657,1.9818537,5
1033,3.7257931,4.117811,9.140426,3.3522794,4
1034,4.1366215,4.190666,8.597843,4.274838,4
1035,3.7988343,4.0683827,9.268564,2.6180348,10
1036,4.5344124,3.938404,9.328135,2.299947,3
1037,5.372408,3.3055277,9.428091,3.588236,8
1038,5.671972,4.599141,9.304555,3.5852218,4
1039,4.4299726,3.5333207,8.798914,4.183591,9
1040,4.637764,2.2938657,10.338625,2.734609,10
1041,4.559505,1.9772146,9.039902,3.4259255,3
1042,5.1866097,4.02278,8.269228,3.599333,4
1043,4.0019817,2.3578014,9.439461,3.4313552,8
1044,5.315442,3.486823,8.889183,2.1467216,10
1045,4.3347406,3.7368999,8.0452175,5.020552,8
1046,4.3891654,5.417754,8.934524,3.119465,4
1047,4.5138493,3.7814827,7.6234846,5.261915,5
1048,5.631269,3.5491393,9.093931,2.531226,4
1049,4.319585,3.4200397,8.725968,4.009989,1
1050,5.1072702,4.6197906,8.285121,2.9947767,5
1051,4.442185,2.4180052,9.643615,3.9727838,1
1052,5.092738,4.551489,9.60266,2.9527597,4
1053,4.4736323,3.2140703,9.801581,3.2124362,1
1054,3.7376182,1.1783608,9.023801,3.111466,7
1055,4.45034,3.700513,9.748166,3.5157409,6
1056,4.228088,5.1082926,8.253189,4.0147443,8
1057,4.7352133,3.3336358,10.534747,2.8102162,1
1058,3.9685392,4.595043,9.14604,3.52802,6
1059,3.156342,3.049981,10.068894,2.412039,4
1060,3.6355052,0.6888367,9.015322,2.9685185,9
1061,4.0835867,2.826475,9.83546,3.346506,7
1062,5.3446245,4.4633493,9.840752,3.9039729,7
1063,3.8605301,5.367716,9.347605,2.9190528,6
1064,4.2505226,1.2813503,9.700868,2.570384,5
