,Component_1,Component_2,Component_3,Component_4,IntClustMemb
MB-3702,2.788439,1.275945,11.356569,2.995796,10
MB-3525,2.7667663,0.7607599,11.159234,1.7136803,1
MB-0005,2.5273433,1.0290321,10.9152565,1.1310687,3
MB-6018,2.9317143,0.8406746,9.925763,1.8360785,8
MB-6042,2.8703313,1.0143967,10.565419,2.9056485,3
MB-0481,3.2405639,1.7444928,10.971173,2.495254,10
MB-5365,1.9013375,0.1651543,10.130707,2.4796648,7
MB-4723,2.2192376,0.65293086,10.007351,1.8836819,1
MB-5318,2.8212802,0.79202855,9.924206,2.0518029,5
MB-0127,2.0141392,1.3178551,11.369183,2.1514633,3
MB-0010,2.602749,1.1814605,10.378179,1.5505308,7
MB-4961,3.0058136,0.3393766,9.858638,2.1631067,8
MB-0306,2.025611,1.070311,10.899801,1.8917274,3
MB-2730,2.0922735,1.2605873,10.491337,1.8436737,1
MB-6048,2.115935,1.3722299,10.514612,2.8226588,9
MB-0617,2.2859986,1.1214114,11.813618,2.5311944,4
MB-7118,2.550963,0.2888212,10.370855,1.7339922,8
MB-7131,2.4132879,0.41218656,10.054422,1.3095038,8
MB-5033,1.9463243,0.08663389,10.419342,2.5646622,1
MB-4333,3.091981,0.08289246,10.171817,2.452775,3
MB-0046,2.3369117,0.8000948,10.121229,1.2821347,5
MB-4663,3.2146869,0.6961526,10.218008,2.7585294,10
MB-2844,2.7568595,1.054931,11.213794,1.6393085,9
MB-5288,2.7568505,0.93434674,10.474693,2.62702,3
MB-7298,1.97779,1.2450184,10.523825,1.7733232,1
MB-0507,2.5237699,0.99773157,10.21094,1.5853175,3
MB-0050,2.4926195,0.5232252,11.055356,2.138997,8
MB-4529,2.8693526,0.179908,10.352762,2.691238,3
MB-6167,2.5708098,0.32134727,10.187658,1.615247,8
MB-7045,1.9173535,1.1830498,11.150709,2.9575222,4
MB-0124,2.9429514,0.76950485,10.161916,1.5987874,8
MB-4862,2.1148598,1.4557371,10.326283,1.9842734,1
MB-4691,2.7148054,0.55686575,9.656086,2.8917348,7
MB-4357,3.092046,0.5230415,9.805674,3.3803651,4
MB-4644,3.0043879,0.23058744,9.762221,2.5887463,5
MB-0422,1.9331194,0.5635745,10.368433,1.9328289,8
MB-0874,3.1863763,1.9716858,10.910095,2.5629315,10
MB-7097,3.0575318,0.18298815,10.470098,2.2336814,8
MB-0655,1.9715699,0.54921347,11.352831,2.4344952,4
MB-5502,2.257705,0.75200564,10.051867,2.9351172,7
MB-3060,2.0332565,0.86690015,10.435672,1.6261239,6
MB-4704,2.8187175,0.20465027,10.73974,2.7321196,4
MB-3510,2.004234,0.16164161,10.306284,2.2627902,7
MB-4724,2.301718,1.5408872,10.887412,2.791293,4
MB-0635,2.181685,1.7181777,12.065372,2.8065796,4
MB-4879,2.5809104,1.1213979,10.986095,2.9999223,5
MB-5424,3.0861843,0.7375595,10.388582,2.177217,2
MB-6211,3.1550179,0.4883009,9.838862,2.034421,8
MB-0479,2.625343,1.3548697,10.879693,2.1184075,5
MB-0083,2.4489167,1.1444509,11.363702,0.8603201,2
MB-0315,2.302837,0.9398657,10.6002,1.9209502,6
MB-4024,2.8648252,1.2002964,11.35244,2.9776738,1
MB-5541,2.0610921,0.9026286,11.279135,2.4626095,4
MB-3104,2.6264203,0.43276125,10.42267,2.4251194,5
MB-3344,2.5155632,0.8109011,10.920695,1.2551379,3
MB-4938,3.297749,1.5029209,11.0599,2.626372,10
MB-5563,2.490358,0.32622853,10.465086,2.3011749,3
MB-0465,2.6418953,1.121131,10.076086,1.8130955,5
MB-0288,1.6975352,0.960352,10.921495,2.2480118,1
MB-2779,2.2510562,0.8235942,10.484933,1.5968281,10
MB-6297,2.6647055,0.998996,9.909592,1.9952465,8
MB-4686,2.8951333,0.7768208,10.436624,2.7037175,3
MB-4978,2.9304247,0.26454142,10.439479,2.8594086,3
MB-7230,2.8946548,0.5148197,10.713628,1.8189641,3
MB-6156,2.626133,1.3047196,10.352067,2.0378115,5
MB-4353,3.1644404,0.2835061,9.889554,2.4673018,8
MB-6273,3.1134522,0.20141682,9.803638,3.1411943,3
MB-7296,2.2667933,1.1954284,10.296696,1.5353711,5
MB-0554,2.6490917,0.8447657,10.141762,1.5036502,8
MB-4818,1.8853611,-0.15310933,10.575604,1.9484822,3
MB-5518,2.6920128,0.6598908,10.354638,2.7799518,4
MB-3842,2.0095327,1.630896,10.573384,2.1475132,1
MB-0471,1.8899416,0.15293914,10.324509,2.3237133,1
MB-6327,1.7044978,0.80891734,9.947277,2.7950068,7
MB-0411,1.8290284,0.8913534,11.12093,2.5741432,6
MB-0639,3.0674634,1.7751008,11.226297,2.9652696,10
MB-2786,2.574152,1.2434285,10.550498,1.3778394,5
MB-7181,1.9592779,0.5841769,9.708002,2.6093009,1
MB-3218,3.0343797,1.7894893,11.2885,2.4918478,10
MB-0599,2.2010505,0.8868423,11.604037,2.456424,4
MB-4278,3.2162898,0.58335555,9.823462,3.2759986,3
MB-2613,2.3970757,1.2742633,10.758812,1.5512947,1
MB-2838,2.819984,0.7228922,10.837611,1.3689328,8
MB-7137,2.0026202,0.29492268,10.930345,1.8990812,4
MB-6319,2.8022938,0.23485675,10.777732,2.7450569,3
MB-0310,2.6166062,0.9052204,10.415067,1.8133698,3
MB-0550,2.8514774,1.2701392,10.18813,1.791469,8
MB-0650,1.910248,1.2390635,10.638992,1.6844548,2
MB-5402,2.1106057,0.35202426,10.205592,2.617236,7
MB-5629,2.8541718,0.9632169,10.5734415,2.2278593,3
MB-4564,2.497359,0.46372625,9.683694,3.0948424,7
MB-0119,1.5438489,0.92162246,10.537724,1.9733089,7
MB-4276,2.9216635,0.75281537,9.88523,2.2826347,5
MB-4741,3.0077317,0.24190465,9.987232,2.0800745,8
MB-7044,2.099193,1.1504431,11.839443,2.6779203,4
MB-4791,2.532749,1.2671273,10.5943775,2.8108072,4
MB-0268,2.5665436,1.1711857,10.071179,1.5994253,9
MB-0459,1.6776118,1.0723436,10.376639,2.636877,6
MB-2742,2.6666515,1.6459031,10.856356,1.8977007,5
MB-4421,3.0761638,0.20538443,9.537057,2.7816997,7
MB-3005,2.8490593,0.8294471,10.757765,1.389551,8
MB-0120,2.2848425,1.3931702,10.301655,2.2978678,9
MB-4015,2.319259,1.5346494,11.004973,2.5793211,4
MB-4317,3.0663753,0.5746856,9.847424,3.2312438,5
MB-7062,1.9090865,1.0814964,10.704077,1.7629545,3
MB-4767,2.3274426,1.0711719,10.02412,2.5147796,9
MB-0220,2.3222237,1.7021432,11.466749,3.0674684,4
MB-5628,2.5572252,1.1444036,10.592213,2.63176,5
MB-4950,2.473447,0.43448907,9.923243,2.4594991,3
MB-3026,2.2881303,0.7937804,10.913984,1.4025377,6
MB-7220,2.92707,0.27137616,10.700444,1.9238421,8
MB-4681,2.7180867,-0.0075533153,10.295943,2.7260594,3
MB-6141,2.6715624,0.21862528,9.774057,2.3089187,8
MB-5226,2.6057608,0.1207064,10.46275,2.8325715,4
MB-7068,2.2719903,1.5855043,10.55548,1.9750468,9
MB-0157,2.7536106,1.7156779,11.395465,2.8498065,4
MB-5155,2.4317932,0.26848796,10.308876,2.9990604,4
MB-7279,2.7882311,0.6760541,9.768481,2.756496,9
MB-5148,2.104248,0.9959438,11.179492,3.082394,4
MB-7231,1.983739,-0.21366328,10.647215,1.9864987,4
MB-2969,2.7226033,1.0319835,11.359637,1.62332,3
MB-0478,2.1231384,0.8076116,11.571391,2.6360064,3
MB-5271,2.3197172,0.5477989,9.948515,2.6230133,9
MB-4758,2.930367,1.2006352,11.239509,2.979212,10
MB-0623,2.04755,0.8259085,11.302422,2.456765,4
MB-5401,2.0053005,0.7580276,9.781314,2.9111347,7
MB-5221,2.8442626,0.33660966,9.789956,1.7870511,8
MB-5296,2.5958426,1.1326413,11.052368,3.3279827,5
MB-5131,2.5520973,0.23824596,10.108712,2.8026605,8
MB-5313,2.6013966,1.4815433,10.954548,3.4480069,1
MB-4643,2.994017,0.63848567,10.427844,3.0929186,5
MB-2896,2.5187037,0.99816525,11.527328,1.6883435,4
MB-0283,2.0628316,1.2192698,10.790592,1.9955387,1
MB-4806,2.9051683,0.5339576,10.912676,1.9947897,3
MB-0631,2.496595,0.6200803,10.165892,1.2966596,8
MB-0397,2.0615938,0.77609336,11.355451,2.437023,4
MB-2932,1.69379,0.583767,10.080459,2.198101,2
MB-6318,2.4467845,1.3137053,10.836569,2.293427,10
MB-7182,2.5912862,0.98529243,9.889137,2.435113,9
MB-6069,1.7693036,1.0514513,10.021475,2.6019769,7
MB-0327,1.7105252,0.60743445,10.48297,1.9232212,3
MB-5301,2.9389324,0.6586461,10.652387,2.394587,8
MB-4790,2.273824,0.5729695,9.939982,2.5024364,7
MB-5166,2.561463,0.6836153,10.145523,2.6105268,5
MB-5060,2.7002597,0.2138873,9.850735,1.9766073,8
MB-6113,2.4400818,0.97192013,11.061354,2.6208365,5
MB-2642,2.372364,1.1895249,11.07496,1.5667983,1
MB-5193,1.9402815,0.1969425,9.965716,2.3021162,7
MB-3303,2.116818,0.80861074,11.011493,1.6236597,4
MB-4313,3.2911026,0.27077514,9.516122,3.2620356,4
MB-4893,2.8270884,1.6600407,11.074648,3.1793659,10
MB-5477,2.179927,0.43323678,10.096434,1.8657477,3
MB-7293,2.1463013,1.1068556,11.042225,1.6061285,3
MB-5360,2.9816787,0.25003734,9.69481,2.261635,8
MB-4925,2.8222327,0.54233384,10.454652,2.4189663,7
MB-0571,1.5584774,1.1263252,10.411452,2.2230718,7
MB-0453,2.265678,1.2021178,10.846627,2.295565,2
MB-6051,3.1134768,0.24905029,10.300955,2.5038025,3
MB-2977,2.214009,0.74138594,11.252534,1.6864502,7
MB-5238,2.7039177,0.93948925,10.926236,3.304024,5
MB-5218,1.8589952,1.0490094,10.05951,2.2389007,1
MB-5078,2.8251753,0.3295534,9.930402,2.29375,5
MB-5520,1.7129097,1.1625029,10.588385,2.3462863,7
MB-0099,2.479818,1.1861492,11.364919,0.82447684,4
MB-0578,2.1843777,0.70302373,11.4857435,2.7016225,4
MB-3367,2.893191,1.842965,11.427187,3.0049007,10
MB-3462,2.345093,1.0752492,10.939534,1.7453841,3
MB-5213,2.2628608,1.7027321,11.015215,2.8941112,5
MB-5441,3.0401607,0.46612218,10.279404,2.9639862,4
MB-4880,3.0392,0.570019,9.929413,3.285485,9
MB-0618,2.1498392,0.50270116,10.057454,1.8179803,3
MB-3083,2.175067,0.45093122,9.899526,1.8540404,1
MB-0585,1.8878663,0.6104212,10.729383,2.292982,6
MB-7121,2.9804583,1.6939367,10.8934145,3.2450013,10
MB-4896,2.6322846,1.0390096,10.853528,2.8257442,5
MB-0588,1.9623607,0.9900436,11.318685,2.9551158,4
MB-4146,3.1909533,0.6876755,9.914883,3.4539182,4
MB-7270,2.7571447,1.3166993,10.943562,2.9098995,10
MB-5358,2.9182997,0.2856211,10.153194,1.8477805,3
MB-5417,2.7320755,1.0548615,10.743315,3.3856864,5
MB-5227,2.0960836,0.8385089,10.499253,2.590952,4
MB-4737,2.0817182,0.692356,10.318041,2.1548889,1
MB-7229,2.9146643,0.2781462,10.35063,1.444283,8
MB-4618,2.4579422,0.072759375,10.048183,2.1996117,1
MB-0221,1.839273,1.1698554,11.070592,2.5574946,4
MB-0401,2.7130156,1.4482305,11.296975,2.6717298,10
MB-6305,2.4727638,1.83488,10.983356,2.880223,10
MB-0270,2.1253624,0.2828057,10.441844,1.7412043,10
MB-5425,2.0083709,0.40865675,10.322703,2.567396,7
MB-4351,3.1875272,0.5130566,9.756032,3.2282152,1
MB-5584,2.284711,1.6455934,10.920501,2.5135756,1
MB-2711,2.1289034,0.7716021,10.780177,1.5341688,7
MB-6212,1.7930293,0.8854619,10.179747,2.7681587,7
MB-0367,2.39793,0.9832317,11.454475,2.559946,4
MB-0435,2.250487,1.6849726,11.98207,2.7960908,4
MB-5638,1.9411399,0.83510506,9.76453,2.5927362,7
MB-0582,2.9941397,1.429679,10.599779,2.1336942,10
MB-4849,3.1338687,0.4498611,9.715826,1.8399245,8
MB-0615,2.1823373,1.3217546,11.142144,1.8632767,5
MB-4670,2.5672817,0.067917116,9.848637,2.8570967,7
MB-2747,2.4004586,0.711583,10.293196,1.309883,8
MB-6063,3.0935602,0.39320308,9.864856,3.1884387,5
MB-0304,1.6772414,0.5600379,10.401434,2.1840029,6
MB-7031,3.3162937,1.9031456,10.998313,2.6107314,10
MB-4965,2.2268708,0.31238216,10.232875,2.5448606,4
MB-4368,3.2582912,0.37630516,9.607249,3.0684435,8
MB-4667,2.984039,0.7948486,10.262971,3.2539425,4
MB-5434,2.5554109,0.13534433,10.063431,2.7182605,9
MB-7225,3.0826101,1.3021189,10.712667,3.0779593,10
MB-5022,2.5540948,0.22568183,10.529509,2.263127,5
MB-0171,1.7832822,0.77148575,11.002484,2.383467,4
MB-0431,2.1046546,0.7888436,10.658421,1.6070414,3
MB-5452,2.0445426,0.3537093,10.265779,2.7414632,2
MB-3360,2.693453,0.8548014,10.630015,1.5665857,5
MB-4784,2.9323232,0.40793866,10.088893,3.048846,1
MB-7173,2.5096374,0.63113475,10.443461,2.2818305,8
MB-4707,3.296858,1.6887332,11.193843,2.6171875,10
MB-7000,2.2687302,0.37823895,10.120271,2.7255266,1
MB-2947,2.438278,0.6187617,11.44947,1.7276659,4
MB-7003,2.43475,0.7138133,11.00608,1.582424,3
MB-5017,2.5480113,1.6217532,11.062984,3.3270848,4
MB-4886,2.64707,1.2040652,10.520594,2.822234,5
MB-5589,3.1083994,0.3463846,10.113466,2.0048823,8
MB-4981,3.1674926,0.37586972,10.2007,2.3013122,3
MB-5577,2.4114873,1.7586545,11.171031,3.1438658,3
MB-5102,3.2949877,1.171792,10.546434,2.775525,10
MB-4814,2.269996,0.52449906,11.102794,2.9751148,4
MB-7215,2.4591088,0.8209171,11.379688,2.2836385,4
MB-4843,3.099933,0.7164977,10.331051,2.061476,8
MB-4001,2.8029752,0.27966025,9.902396,3.2068012,7
MB-5224,2.4885476,0.38522446,10.292164,2.6759863,7
MB-7040,1.880013,0.45462027,10.940023,1.9508057,4
MB-0428,2.586326,1.3399512,9.995917,1.958978,9
MB-5294,2.7908792,1.4535342,11.2089615,3.0745027,10
MB-7011,2.2052994,0.9774764,10.569777,1.3926347,9
MB-5406,2.9313238,0.7881914,9.797179,2.728626,9
MB-2939,2.5508354,1.0517056,11.278023,1.54458,5
MB-4763,2.864145,1.0963187,10.574957,2.7536945,5
MB-5116,2.5354874,0.4430298,9.568962,2.1626256,2
MB-7299,2.1920698,1.4841272,10.820894,1.9421899,10
MB-4771,2.4509678,0.63651156,10.021819,2.4907913,8
MB-3122,2.5772192,1.3012019,10.510696,1.9384438,9
MB-0646,2.2843812,0.85604006,10.160672,1.2922167,8
MB-4332,3.1882036,0.7385612,9.998845,3.3720036,10
MB-0269,2.281787,1.5954553,11.89329,2.7132833,4
MB-5467,2.3924007,0.4813229,10.888078,3.115634,7
MB-0301,1.6724876,0.9409301,10.551734,2.050217,7
MB-5264,3.1965308,0.4537729,10.125347,2.1506262,8
MB-6030,1.9201664,0.95538086,10.003149,2.7829952,7
MB-0321,2.3086815,0.5247633,9.809682,1.8222783,8
MB-0519,2.3429344,1.7460407,11.325055,3.054315,4
MB-4820,1.9013057,-0.15895484,10.543978,2.0732331,2
MB-0259,2.7859933,1.9253753,10.932968,2.2979531,9
MB-5110,2.4901314,0.08047715,10.603922,2.50616,3
MB-7199,2.1679823,0.093751356,10.497751,1.6880414,8
MB-5235,2.4967306,0.96928436,11.108693,2.998533,9
MB-5596,2.801487,0.41853204,10.6997595,2.1876569,3
MB-2721,2.3787754,0.17065327,10.447141,2.6005247,7
MB-0149,3.2605045,1.6602616,11.113164,2.878603,10
MB-0179,2.274426,1.5927721,11.717931,2.897601,4
MB-0311,2.826605,1.1146544,10.166343,1.8462218,8
MB-0319,1.8010249,0.44344854,10.144743,2.3851452,2
MB-5470,2.6749775,0.81860113,10.068228,2.7671292,9
MB-7288,2.4892075,0.9852891,10.598639,1.1628686,8
MB-7253,2.168948,0.7883233,10.620305,1.9640131,3
MB-5076,3.130061,1.6229119,11.070559,3.1761558,10
MB-6204,2.0898628,0.898524,10.978115,2.4523485,4
MB-0657,2.5101535,0.8187377,11.246061,2.222029,4
MB-0174,2.6491628,1.5136085,11.455709,3.1415908,4
MB-2999,2.350807,0.2815007,10.46486,2.4929543,7
MB-2820,2.7605028,0.45202538,10.985849,2.0538442,3
MB-0621,1.80606,1.0171256,10.89445,2.3748622,4
MB-7164,2.3063202,0.09387731,10.50593,2.1160252,3
MB-0309,2.6678154,0.44241577,10.099353,1.5656208,8
MB-7030,2.309749,0.8894941,11.458028,2.8690238,4
MB-5061,2.0611315,0.7679703,9.825132,2.814232,7
MB-3435,2.8209562,1.2000397,10.785665,1.6884114,5
MB-5597,2.3691404,0.6021286,10.431165,2.2447183,3
MB-5554,1.9171914,0.5339009,10.73356,2.4433484,2
MB-7275,2.2857924,1.1952254,10.600662,1.4494818,5
MB-0291,2.378239,1.1257907,10.348589,2.0329359,5
MB-3403,2.4879687,1.1733057,10.845699,1.5944185,3
MB-5268,2.4642003,0.26909626,10.4934435,2.6204863,3
MB-5174,3.1099708,0.37726673,9.613974,3.143762,5
MB-6103,2.505535,0.90583074,10.929144,2.5351205,3
MB-4797,2.5072534,0.43708974,10.596981,2.0745742,2
MB-4931,2.7372186,1.7802144,11.058869,3.3328054,10
MB-5525,2.0048614,0.2555811,10.206994,2.271165,7
MB-5240,1.8870463,0.7404872,10.412149,2.7247438,7
MB-5622,2.4119334,0.95588434,9.842355,2.0824473,1
MB-5018,2.972065,0.6849831,10.402184,1.4761207,8
MB-4362,2.791796,0.23316386,9.978767,3.0920758,4
MB-5334,2.622028,0.8152828,9.693093,2.4381325,9
MB-2850,2.778398,1.6665105,11.399285,2.8928905,10
MB-5230,2.4324677,0.6688999,10.695892,2.638149,3
MB-4996,2.3351605,0.08494621,10.109033,2.7476962,7
MB-5074,2.7555752,0.35661298,9.914273,2.4953384,3
MB-5204,2.5065894,0.12140225,10.074824,2.5636017,3
MB-6147,2.2569232,0.92203057,11.578251,2.6366582,4
MB-4822,2.1894064,0.55150616,10.736142,2.4517999,4
MB-4894,2.8526943,0.44306606,10.3482895,2.4545777,8
MB-0153,2.2803006,0.91438895,11.68291,2.7685425,4
MB-0884,2.7059288,1.1548067,10.072726,1.7427071,9
MB-5200,2.4798777,0.8311134,9.872179,2.6781752,1
MB-3171,2.0931544,0.49456403,10.946836,1.7719934,7
MB-3361,2.630259,1.2013404,10.73588,1.7040493,5
MB-7050,2.6272063,0.38261014,10.593638,2.11081,5
MB-4881,3.2918723,1.7228874,11.215511,2.9173865,10
MB-0399,2.0189009,1.0831413,11.132222,2.9173765,4
MB-6017,2.2237535,0.003341458,10.111764,2.0818176,3
MB-0893,2.2295406,1.6883464,12.099164,2.799672,4
MB-4899,2.8052378,0.66263646,10.2226925,1.9711283,3
MB-4870,2.66575,0.2884882,10.802417,2.7184722,3
MB-6145,2.5864625,0.45099717,10.122813,3.1255982,7
MB-5126,3.0633235,1.7300009,10.742901,2.8010447,10
MB-4675,2.6451116,0.043889247,10.019828,1.8831025,8
MB-0537,2.102297,0.80090505,11.660868,2.6771984,4
MB-2853,2.3387117,0.5169163,11.298726,1.7027059,6
MB-5412,3.202288,0.47452456,10.173781,2.1354249,3
MB-0361,2.4411278,1.2388304,10.306336,1.6658853,5
MB-0509,2.659897,0.98398924,11.047807,2.4842918,3
MB-5601,2.4116933,0.5449381,10.412425,1.7522833,3
MB-3497,2.809432,0.9376268,11.263376,1.642675,5
MB-0166,2.2249262,0.42482173,10.960026,2.75164,4
MB-0423,2.0425584,1.1255062,11.212885,1.861931,3
MB-4141,3.2896667,0.1752961,9.368515,3.2155464,7
MB-5458,2.467488,1.0309843,10.763908,2.552948,5
MB-3556,2.4060316,1.7715259,10.814322,2.6570787,1
MB-5548,2.768607,1.3374522,11.013675,3.0720055,10
MB-0257,2.4827447,0.48878935,10.1771965,1.5446107,8
MB-0632,2.3056448,0.8679682,11.114146,2.3974028,4
MB-0150,2.7399087,1.9052204,11.298154,2.9410417,4
MB-0899,2.6607273,1.0894344,10.17603,1.660539,8
MB-5603,2.70929,1.0776767,10.520492,2.5762386,2
MB-2814,2.2194076,0.8055017,10.572715,1.87858,3
MB-3748,2.26953,0.21932687,11.153614,1.8023634,4
MB-5138,2.9431615,1.6128799,10.782739,3.069493,10
MB-4598,2.9707937,0.2055934,9.576054,2.2858014,8
MB-0351,1.932957,0.19578679,10.441225,1.5308979,3
MB-0380,1.8248779,1.3396168,10.2854395,2.0396757,9
MB-0062,2.4892824,1.2270727,11.36587,0.7789557,10
MB-0359,2.6985822,0.44034156,10.64183,2.356094,3
MB-3466,2.314483,1.309377,10.539417,2.0272732,2
MB-0232,2.7176342,0.49985325,10.120891,1.2814264,8
MB-7185,2.907212,0.22213556,10.06238,1.6155521,8
MB-4770,2.5632842,1.6238468,10.779376,2.8897145,10
MB-2821,2.2728148,1.2221316,11.735383,2.4602582,4
MB-6182,2.4631236,1.7452796,10.723686,2.7529294,1
MB-0652,2.039805,1.0725358,10.468996,2.0899072,5
MB-5474,2.6649458,1.4438289,11.099395,3.3381033,5
MB-4982,2.794639,0.58914435,10.563124,3.1963468,4
MB-7149,2.3573556,1.0308752,10.135401,1.9660531,9
MB-5653,2.7248502,0.7075844,10.488883,2.3583696,9
MB-5044,2.084803,-0.13758129,10.577637,2.3217804,4
MB-0549,1.8970798,1.0457432,10.701422,2.0746377,5
MB-4722,2.7880976,0.19242753,9.9206085,1.6187633,8
MB-3092,2.6135077,0.64749223,9.740095,1.7642499,8
MB-0071,2.5167978,1.1574073,11.387675,0.8580451,8
MB-5326,2.9009204,0.2699932,10.547754,2.96832,4
MB-5626,2.914706,0.5978164,9.930606,1.9420235,8
MB-0125,2.3806431,0.40625054,10.123576,1.3051896,8
MB-7057,2.3622992,0.58242464,11.168183,2.1920655,4
MB-5197,2.3689623,1.0405631,9.987496,2.1534224,9
MB-4018,1.999426,0.33742914,10.530259,2.5681462,7
MB-0325,2.4526687,1.2646621,10.3250065,2.323746,10
MB-5015,3.0305836,0.4017764,9.892948,1.786491,8
MB-7286,2.3340738,0.62227327,10.322798,1.5878904,3
MB-7150,2.7443948,0.7074747,10.899115,1.8459253,3
MB-2833,2.6828854,1.8331895,11.309364,2.959192,10
MB-0597,2.2318404,0.9187024,11.541452,2.446843,3
MB-7236,2.0033317,-0.03342787,10.433672,1.5632972,8
MB-2778,2.6249695,1.166574,10.446124,1.5683827,3
MB-4836,3.1144826,0.24061137,9.780418,3.0381815,4
MB-4407,3.2236516,0.65580875,9.906857,3.3179188,10
MB-7083,2.1793404,0.93919426,10.264312,2.1553347,9
MB-6055,2.8095343,1.9550291,11.228397,3.1097891,10
MB-0395,2.1644745,1.3941529,10.600628,2.0024416,5
MB-6287,2.5169897,0.44577625,10.096908,2.4627254,1
MB-7052,2.8204522,1.9794785,11.156125,3.033706,9
MB-5444,2.1099708,0.40016982,10.278699,2.304902,7
MB-0573,1.804222,1.1584679,10.991379,2.7562897,7
MB-0372,3.1972516,1.8441263,11.027501,2.6363118,10
MB-5396,2.7499175,0.6182816,9.81499,2.5770793,9
MB-0111,2.3106863,0.73537093,10.899588,1.76442,3
MB-4708,2.6865869,0.0185026,10.42059,2.435588,3
MB-0649,2.1727412,1.3284101,10.268886,2.311833,7
MB-5451,2.9414687,0.3511936,9.998398,1.8642031,8
MB-0558,3.0248451,1.7765676,11.118895,3.0576634,10
MB-0443,1.7497855,1.2359445,10.696517,2.4301398,7
MB-0503,1.7142756,0.86317885,10.484248,2.461418,7
MB-4968,2.1079805,0.5626405,10.684481,2.5898378,4
MB-0173,1.7644275,0.8088955,10.322588,1.8605473,7
MB-2763,1.9302266,0.5334067,10.820687,1.8395561,4
MB-4264,2.9479914,0.47027493,9.658311,3.1507466,7
MB-6302,2.2535813,0.96046287,9.733534,2.275445,9
MB-0605,2.854273,0.76134205,10.296213,1.7043182,8
MB-0643,2.3608382,1.8665552,10.989791,2.7622986,5
MB-2724,2.4740117,1.7822301,11.348051,3.5123491,4
MB-7133,2.4525013,0.7026268,10.442087,2.2537463,1
MB-0133,2.661183,0.13291135,10.432429,2.0937757,8
MB-7294,1.9273753,0.94705296,10.113726,1.8875753,1
MB-0135,1.6120951,0.7989724,10.44772,2.0118704,2
MB-0429,1.7449627,1.0020958,10.2538395,1.7041907,1
MB-2517,2.9018261,0.98829657,11.31371,1.706905,5
MB-3452,2.5521863,1.0122222,11.562285,2.0078065,2
MB-5163,2.6778793,0.18699908,10.07991,2.6208928,3
MB-6168,1.9763478,1.1240937,10.560571,2.506898,7
MB-0341,2.57249,1.1758744,10.326762,1.4604201,8
MB-0258,1.8232758,1.1403065,10.13354,2.4969223,7
MB-2944,2.3928454,0.7697367,10.666626,1.446827,8
MB-0209,2.1781056,1.695289,12.111002,2.774617,4
MB-5383,2.9949176,0.44262087,9.813626,2.2887433,8
MB-2564,2.8579404,0.6880455,10.958878,1.44558,8
MB-7075,1.8437601,0.7432645,10.160986,2.2442107,1
MB-5330,2.9620638,0.30742025,9.822411,2.5125291,8
MB-4633,1.844157,0.456377,10.535786,2.3908615,4
MB-6272,2.8783622,1.5233977,11.182858,2.986345,10
MB-7188,1.9799235,0.09794996,10.225318,2.1048625,7
MB-0144,2.4193902,0.7475456,10.264453,1.3737559,8
MB-7170,2.6448894,0.05083284,10.628794,2.533066,4
MB-7113,2.7947345,0.5012457,10.470641,1.9571335,7
MB-6138,2.7915924,0.9074848,10.435799,2.2315986,3
MB-3576,2.8109398,0.7375843,10.966954,1.431477,6
MB-7022,2.7857473,0.9313718,10.026996,1.5312504,8
MB-3439,2.7053435,0.9041413,10.472405,1.2988712,8
MB-5582,2.886604,0.42787334,10.69445,2.4680686,3
MB-0545,1.7309471,1.2716714,10.791267,2.2845244,6
MB-7197,2.6601117,0.22635321,10.204705,1.7332554,8
MB-7127,1.7520521,0.8524096,10.394972,2.6597426,9
MB-0501,2.394597,0.29331213,10.088811,1.5754654,8
MB-3033,2.485759,0.642373,10.800564,1.369387,3
MB-0278,3.209148,1.7530168,10.852389,2.5856278,10
MB-0198,2.4962356,1.2694906,10.627546,1.3934528,8
MB-5143,2.4437823,0.3007166,10.263177,2.8149009,4
MB-5327,2.3309996,1.3724672,10.683121,2.8979735,5
MB-0305,2.7027898,1.0775112,10.094652,1.7538055,8
MB-2770,2.3784664,0.39534378,10.632719,1.4368719,8
MB-0514,2.513977,1.0926741,10.255121,2.2044387,3
MB-0167,2.5484638,1.2082485,9.945801,2.05752,9
MB-5588,2.5505912,1.6865664,11.2685175,3.4201484,4
MB-6097,3.3168879,0.23648335,9.437522,3.1951697,8
MB-3167,3.161571,0.19590117,9.606386,2.37821,8
MB-0131,2.617402,0.5169052,10.037608,1.460575,8
MB-0638,2.1442368,0.74448127,11.397558,2.3370414,4
MB-0152,1.9670221,1.3472253,11.031174,2.764278,4
MB-6124,2.049084,0.15360156,10.658457,1.9697967,3
MB-2957,3.188932,1.8588657,11.441059,2.684577,10
MB-4630,3.246668,0.26739708,9.491266,2.8674662,8
MB-2994,2.797144,0.71301955,10.96524,1.8128356,5
MB-2990,2.976122,0.3397506,10.384423,1.6578869,8
MB-6189,1.9284962,0.41471425,9.898559,2.4118402,7
MB-4642,1.738195,0.7091733,10.45455,2.2459068,6
MB-7140,2.2206473,-0.03362351,10.518681,1.9845752,8
MB-7219,2.5969963,0.38811517,10.62151,1.6908686,8
MB-3476,2.7500238,1.7519469,11.15045,3.2472503,10
MB-5084,3.0645864,0.3763246,9.79803,2.1530945,8
MB-4825,2.8791268,0.2678488,9.936922,1.9831146,8
