,Component_1,Component_2,Component_3,Component_4,IntClustMemb
MB-0002,1.927044,0.5400552,10.845774,2.2671218,4
MB-4557,3.2808287,0.23674396,9.529095,3.144779,8
MB-0343,1.8145173,0.63473034,10.852177,2.5346231,6
MB-2744,2.2091405,0.64744425,11.555283,2.5338342,4
MB-4873,2.4003115,0.36120737,9.926663,2.6134214,8
MB-3711,2.8156874,0.85444957,11.117491,1.458696,3
MB-0598,2.5964317,1.4112116,10.2170315,1.6402469,3
MB-4944,2.8036675,0.30005223,9.556576,1.9703255,2
MB-5433,1.7626246,0.82909536,9.851209,2.8200066,7
MB-7091,1.7567487,0.7955124,10.421033,2.7131383,7
MB-5305,3.0555525,0.35752568,9.6738205,1.9415865,8
MB-5175,2.4126902,0.97866786,11.103384,3.2049797,4
MB-0512,2.536195,1.4758102,10.331856,1.82076,9
MB-2933,2.7473342,0.6040804,11.275324,1.6245587,3
MB-4845,2.2686622,0.008535898,9.930537,2.1830032,8
MB-0535,1.9359598,0.9692066,10.533458,1.5517334,8
MB-7249,2.033522,-0.07595708,10.422831,1.5787321,8
MB-7025,2.5023675,1.80395,11.6646385,2.725273,4
MB-0432,2.1534295,1.7449614,12.108854,2.8297622,4
MB-5176,2.6308227,1.3656781,10.529612,2.73278,4
MB-0882,2.1126149,0.6280927,9.688776,2.4252431,7
MB-6122,2.3903275,1.3891474,11.211819,2.8783774,4
MB-7269,2.9924889,1.4816393,11.048567,2.8617952,10
MB-7084,3.342957,1.7479554,11.006963,2.849031,10
MB-0608,2.842257,1.9655485,11.207334,3.0157924,10
MB-5280,2.1174111,0.7465715,10.138682,2.2813096,1
MB-7280,2.1575255,0.44569972,11.067363,2.0838711,7
MB-6253,2.4840434,0.36399618,10.266835,1.496028,8
MB-7292,2.024768,1.1296861,10.41672,1.6406431,6
MB-3025,3.0277548,0.5685479,10.910954,2.1580522,5
MB-0640,1.810297,1.0690479,10.345172,2.6627316,7
MB-0318,2.249568,0.51086414,11.424291,2.9063137,4
MB-5310,2.534329,0.03472193,10.235185,2.5526595,3
MB-0324,1.8537744,1.1230285,10.041863,1.9313647,6
MB-0419,2.169775,0.7063804,10.145833,1.7440826,8
MB-7281,2.3727298,1.564599,11.029571,2.7600613,5
MB-0353,1.83306,0.62563074,10.730625,1.8777362,7
MB-4666,1.9759381,0.3478065,10.331402,2.7615142,7
MB-4962,2.765246,0.11051093,9.699388,2.4442823,8
MB-0613,2.296587,1.6452715,11.607571,2.6491284,4
MB-5498,2.3946679,0.9616248,10.853025,2.8037198,1
MB-4743,2.2207742,0.54824555,11.246871,3.0077915,4
MB-5549,2.3392828,1.7955189,10.830469,2.7920337,1
MB-5185,2.9684205,0.23368785,10.049784,2.8276114,4
MB-4008,1.8983333,0.06486874,10.312773,2.5886812,2
MB-4796,2.7710457,0.6223331,10.000139,1.4086418,5
MB-5057,3.3022308,1.7090995,11.176147,2.9446206,10
MB-7128,2.3380964,0.28865597,11.019803,2.0654483,5
MB-0627,2.3672,1.7825284,11.46857,2.7335653,4
MB-0590,1.839319,1.2351744,10.002927,2.3763442,9
MB-7043,1.943873,1.2104466,11.201218,2.5867257,4
MB-6083,3.161375,0.1527959,9.947734,2.360509,8
MB-0485,1.9459618,0.7394973,10.893294,2.1424103,9
MB-5519,2.9637887,0.49564347,10.365569,2.129245,8
MB-4782,2.2537482,0.6461611,11.592095,2.8903968,4
MB-0066,1.6567659,0.7629397,10.559871,2.0886204,7
MB-5404,3.2446606,0.41973087,9.83051,2.5004447,8
MB-0885,2.1929266,0.8443301,11.699824,2.8028474,4
MB-7046,2.2055988,0.61719465,10.443674,2.098128,6
MB-6239,2.812075,0.39832583,9.940796,2.1272535,8
MB-6008,2.6475801,0.40872654,9.605688,2.7660856,9
MB-3614,2.3630958,0.85462874,10.8451,2.0551004,1
MB-7085,2.5448408,0.28360894,10.941175,2.2225533,7
MB-4701,3.0900164,0.4099468,9.946675,1.6419026,8
MB-3567,2.564697,1.8152963,11.023078,3.238223,1
MB-7069,2.5312111,1.4132586,11.0560875,2.4129364,5
MB-2614,2.4895024,0.6891826,11.275565,1.5121477,7
MB-7243,2.7752411,0.4882544,9.959464,1.6896579,8
MB-5052,2.5620105,1.8950326,10.966727,3.1638427,4
MB-5106,1.7139428,0.5956826,10.374487,2.6899667,6
MB-3351,2.3909879,1.0027326,10.850215,1.3316622,3
MB-7285,2.1272688,1.147036,11.133921,1.8737088,6
MB-7250,2.4671752,1.5704721,10.897315,3.0985055,5
MB-0662,2.950826,1.1356436,10.192304,2.1209347,5
MB-0014,2.506202,1.2011803,11.4270935,0.77735907,3
MB-6164,2.366762,1.0799904,10.577892,2.0824077,3
MB-0586,1.8066912,0.31792542,10.695399,2.4783857,6
MB-4998,2.8674583,0.31026676,9.78712,1.6404272,8
MB-5019,2.7773263,1.0333301,10.349929,2.6712167,5
MB-2705,2.272443,0.39838016,10.393983,1.8995366,3
MB-2953,2.9289808,1.0439857,11.331288,1.6854137,10
MB-0543,2.2809863,1.2354844,10.464543,1.5073863,1
MB-4005,2.8703287,1.0358219,10.802204,2.5663745,3
MB-0526,1.9270365,0.83779293,10.316003,1.391653,2
MB-0504,1.991164,0.87198955,10.76542,1.899422,3
MB-4859,2.5273159,1.2128069,11.05725,3.415157,4
MB-4578,2.7701194,0.13930856,9.810666,3.0564458,7
MB-0224,1.8213277,1.3348761,10.909068,1.9812489,4
MB-4000,1.8575982,-0.28014535,10.74582,2.0925388,4
MB-5261,2.1034415,0.13415647,10.397494,2.5961258,4
MB-5290,2.9892817,0.20805256,9.746989,1.7006093,8
MB-5426,2.972091,1.5524797,11.025955,3.0088432,10
MB-0391,2.3842554,1.7288054,10.957545,3.1051614,1
MB-5284,2.8595092,0.5242481,9.941981,2.1160884,3
MB-5405,2.5056407,1.7669857,11.227573,3.5556176,3
MB-0312,1.9613318,0.7020065,9.939197,1.9423776,2
MB-4688,2.7012043,0.8792492,9.865549,1.6855739,5
MB-0538,1.9602745,1.3926163,10.161428,1.9662968,9
MB-0636,2.1825936,1.1587932,10.741314,1.7566639,6
MB-0424,2.233295,1.3610685,11.87779,2.6072316,4
MB-7228,2.9300563,1.0361148,10.628456,1.5437411,7
MB-7116,3.1111548,0.5391576,9.785414,2.1241417,8
MB-4417,3.2310724,0.7520876,10.042205,3.2153003,10
MB-5328,1.9250833,0.29015112,10.31537,2.6569734,1
MB-4787,2.3381336,0.6766872,10.2989855,2.63176,6
MB-6283,2.2810009,0.22896184,10.273019,2.2000782,7
MB-2960,2.4260054,0.66410536,11.429111,1.7066296,6
MB-5613,2.6880844,0.97611403,10.28863,1.4176192,10
MB-6312,2.9197712,1.0184027,9.8759,2.585076,9
MB-0412,2.0770183,1.2569339,10.184633,1.9955806,6
MB-0472,1.80121,0.30993786,10.360615,1.7830865,7
MB-5119,2.3713932,0.2940017,10.471326,2.9620893,7
MB-5275,3.1454823,0.5721502,10.031317,2.9928415,3
MB-7067,2.637435,1.2987143,11.289715,2.2924306,5
MB-4360,3.1165528,0.63489395,9.828553,3.4182441,5
MB-4882,2.9803824,0.4046136,10.460703,2.863846,3
MB-4846,2.7813988,1.1504794,9.818783,2.2398758,5
MB-3037,2.5692465,0.6690351,10.385164,1.2130064,3
MB-4760,2.1456463,0.6659386,10.947643,2.7064593,4
MB-5427,3.1178787,1.3531045,11.034231,2.9081345,9
MB-5534,2.382401,1.6705481,11.094949,3.187576,4
MB-0624,2.012771,0.78339297,11.4617405,2.157335,3
MB-6336,3.1231518,1.6901827,11.055578,3.1859276,2
MB-3275,2.568242,1.1854217,11.188233,1.6689141,1
MB-4331,2.4976892,0.40049225,10.655674,2.8231,1
MB-0303,2.7709436,1.8614911,11.34193,2.72667,10
MB-4969,1.9362341,0.363445,9.997135,2.6937327,7
MB-5253,3.1581912,0.4225795,10.192425,2.408104,3
MB-3430,2.8429945,1.0851382,10.581167,1.8602577,3
MB-7115,2.7320297,0.19671445,10.203714,1.6443164,5
MB-6006,2.8925717,0.78619593,9.968259,1.6710786,3
MB-7162,2.2860055,0.20080301,10.567117,2.1650681,3
MB-4010,3.1314485,0.41897747,10.441627,2.424795,6
MB-3871,2.6176789,0.9303246,10.450369,1.3612243,8
MB-6050,3.0933812,0.15225637,10.227975,2.108273,8
MB-7284,2.410747,0.8745318,9.939414,1.9607737,6
MB-6036,2.8845236,1.7641381,11.052827,3.0151372,10
MB-0487,1.9546337,0.6857886,11.360335,2.3190455,3
MB-7005,2.5792289,0.6320307,10.549446,1.1309816,8
MB-7106,2.7570467,0.26712847,10.967166,2.1225564,2
MB-7144,2.8006015,0.66806024,10.8994055,1.8692881,8
MB-2617,2.6471784,0.8896307,11.467978,1.6275742,4
MB-0581,2.0940053,1.4739971,10.570358,2.4143689,7
MB-4730,2.8981674,0.14587867,9.982777,1.9691249,8
MB-3487,1.9301444,0.93830377,10.512343,1.7788363,1
MB-6337,3.1660588,0.78471076,10.3741045,2.8768346,5
MB-5158,1.8116385,0.6265333,10.452208,2.6298811,7
MB-4976,3.1598308,0.25442374,9.737246,2.2339675,8
MB-0534,2.011465,0.7050694,11.749517,2.836092,4
MB-0470,2.1035185,0.28479826,11.3121395,2.6628063,4
MB-3417,1.8604363,0.21239501,10.112293,2.031075,7
MB-3365,1.8810669,-0.12012572,10.82518,1.8720558,7
MB-5414,3.0456808,0.91099834,10.124378,1.7969165,9
MB-5369,2.7898078,0.9249211,9.890004,1.9487519,8
MB-0102,2.315736,1.3743818,10.887002,2.3060517,3
MB-4270,2.815839,1.145242,10.392905,3.462502,9
MB-7217,2.2354076,0.8176271,11.183353,2.5071976,3
MB-0261,2.1307747,0.72791654,10.224767,1.2739967,8
MB-5211,1.8041543,0.71790177,9.957895,2.3771884,7
MB-7160,2.9870064,0.8916854,9.891138,2.4794295,9
MB-5617,1.810282,-0.2692409,10.771784,1.9306732,4
MB-5317,2.2171884,-0.14108191,10.172499,2.110018,8
MB-2983,2.7522488,0.8835122,10.540376,1.3439997,5
MB-7135,2.9406674,0.19456516,10.5697775,2.01241,5
MB-5397,3.001764,0.5732475,10.408572,1.7287735,3
MB-0177,1.6427188,1.087378,10.728275,2.431205,6
MB-2952,2.8953156,0.5350365,10.763266,1.3238643,8
MB-5493,2.954049,0.34300172,9.985133,2.2294438,2
MB-5135,3.3882017,1.7165142,11.322647,2.8281076,10
MB-5325,3.2792633,1.6305349,11.021032,2.9997802,10
MB-4906,1.9862621,0.48575932,9.888493,2.7508767,9
MB-0511,2.3531857,1.0240713,10.361689,1.2770549,3
MB-3582,2.7727175,1.2259119,11.5842285,2.2077408,4
MB-4729,2.9471192,0.22872663,9.916306,2.0726097,5
MB-6171,2.8833249,0.49236336,10.209008,2.2161007,3
MB-6154,2.3831275,0.20123926,9.840122,2.3869698,8
MB-0521,2.1882157,1.2643561,11.162469,1.8446544,3
MB-0371,2.2361233,1.4410845,10.272732,1.7815475,5
MB-0601,2.4379797,1.1777308,10.448005,2.0164742,10
MB-4682,2.1860085,0.49806458,9.985669,2.2348442,9
MB-0202,1.8219076,0.9153262,10.897293,2.14968,4
MB-4711,2.6704984,1.5312841,11.083895,3.3912554,5
MB-7262,2.3214965,0.86994666,10.595694,2.3327541,9
MB-5382,2.2812028,0.49804154,10.146981,2.9155588,7
MB-5373,2.2423604,0.74100256,10.704683,2.2035818,4
MB-0122,2.6620448,0.6386082,10.221096,1.1690366,8
MB-0314,2.7442071,1.294025,10.57131,1.946808,5
MB-2858,2.617021,0.7687854,11.218743,1.6209483,1
MB-7036,2.9804616,1.9195997,11.240069,2.5655582,10
MB-6229,2.7782974,0.62090605,10.02652,1.6638858,8
MB-0542,2.203979,1.5837467,10.856971,2.1811304,1
MB-0373,2.427417,1.3263245,10.690647,1.833336,5
MB-5293,2.976602,0.4232617,9.797626,2.2709,3
MB-5308,2.5689476,0.71034753,10.846804,3.291792,4
MB-7102,2.0510795,-0.10039695,10.627873,1.7792753,3
MB-4627,2.3339245,0.28378665,10.294462,2.42326,3
MB-6245,2.966776,0.99496174,10.426509,3.181378,10
MB-0262,2.0451694,1.3353977,11.190273,2.257021,7
MB-7143,2.304237,1.1205525,11.045165,2.1375005,5
MB-6044,2.8864481,0.47980598,10.196017,2.887541,6
MB-4898,1.9371598,0.14131276,10.419027,2.3441613,7
MB-0000,2.0402553,0.9028979,11.867038,2.8024795,4
MB-4735,2.861072,0.27553087,9.874317,2.071325,8
MB-5533,2.4375052,0.82797486,10.609093,3.0662155,1
MB-2610,2.814778,0.6689962,10.991822,1.2423207,8
MB-4987,2.9046917,0.07936735,10.409977,2.1597073,8
MB-4779,2.8099427,0.43452412,10.664247,2.3549898,3
MB-7088,2.8656616,0.8310948,10.594176,2.6204433,5
MB-5139,3.0060608,1.003839,10.242612,2.0304453,1
MB-4434,2.8890994,0.5208502,9.533641,3.1009772,9
MB-7218,2.542379,0.37883562,10.8048725,1.5061934,3
MB-5335,3.3648832,1.6519274,11.021608,2.842447,10
MB-4318,2.0848765,0.76982576,9.753084,2.8695717,1
MB-3272,2.5240738,0.59942776,10.661439,1.364116,5
MB-4281,2.8636856,0.90357864,9.725712,2.6668155,9
MB-0245,1.9867586,1.1939522,10.8742485,1.6751939,3
MB-0265,2.2936847,1.0056508,11.7433815,2.7784073,4
MB-4851,2.0255811,0.37713072,9.93676,2.3461478,2
MB-4908,2.5139077,0.45621678,10.250012,1.8238832,5
MB-3001,3.0700982,1.5580767,11.454568,2.3362253,10
MB-7028,1.7690474,0.7757398,10.5408325,2.0293403,1
MB-0403,2.2803433,1.4270535,11.823397,2.6978536,4
MB-4484,2.5960007,0.26707676,10.526621,2.6132722,3
MB-4126,2.9680066,0.49789527,9.711522,3.3553596,7
MB-4769,3.1479034,1.4860388,10.75259,2.561233,1
MB-5157,2.7240362,0.80561626,10.711975,3.185112,4
MB-6010,2.5144722,1.5455858,10.710767,2.532888,10
MB-3028,2.809035,0.9773607,10.052651,1.8686091,9
MB-5484,2.5128305,0.4720725,9.63906,3.0128453,7
MB-5341,1.9532218,0.26808968,10.149582,2.5476787,2
MB-7006,2.6883087,0.53990954,10.567135,1.2548516,3
MB-2645,2.5496995,1.1444491,11.058475,1.7426895,4
MB-2669,1.8371658,1.1834438,10.912863,2.3369637,6
MB-5409,2.4213624,1.6572074,10.800922,3.0555801,5
MB-5311,2.4217424,0.95729434,11.434469,2.5542474,4
MB-6100,2.4474423,1.0390214,10.966002,2.5743878,5
MB-5114,2.6939247,1.7572409,10.967135,3.2300358,5
MB-7244,2.7517347,0.67759544,10.81821,2.0310335,8
MB-0008,1.7153924,1.2764362,10.480444,2.3742552,9
MB-5652,2.1303117,0.81846493,11.335068,2.8486018,4
MB-7026,2.5618083,0.99727887,10.791344,1.3935301,3
MB-5485,2.278354,0.9147994,9.786347,2.679287,9
MB-0468,2.4906101,0.44714737,10.584147,2.523486,1
MB-0445,1.5990144,1.0286891,10.250269,2.595646,7
MB-6363,2.507612,1.1994607,10.384341,2.5997193,5
MB-3350,2.0531106,0.03518609,10.643587,1.610266,3
MB-4442,3.2541957,0.21798825,9.463927,2.9976418,8
MB-5513,3.1128602,0.8019232,10.296202,1.9895424,6
MB-3548,2.8770502,0.71587056,11.207881,1.8144125,3
MB-7078,2.4392788,1.7295529,11.410222,2.5508056,10
MB-2857,2.8070145,1.7524394,11.498932,2.7108335,10
MB-6187,2.4399655,0.8201707,11.507042,3.0717857,4
MB-5279,2.8820503,0.23673151,9.870232,1.5913349,8
MB-6058,3.099728,1.8109161,11.477036,2.874294,10
MB-0295,1.8155864,1.004131,10.86456,2.3683789,4
MB-0239,2.1804338,1.3342429,10.873967,1.7233808,3
MB-4623,3.0589645,0.4834002,10.325912,2.629023,3
MB-0172,2.131747,1.152179,10.952918,1.9395955,3
MB-0463,1.713905,0.97242427,10.600946,1.8194102,4
MB-3752,2.6189709,1.8688933,11.175692,3.318648,4
MB-0406,2.1990612,0.6415749,10.415196,1.8177621,2
MB-4003,3.1478355,0.58276886,9.639554,3.0710912,6
MB-7147,2.29286,0.29131782,11.057514,1.8527396,6
MB-0587,1.8764343,0.46995473,10.587256,1.9963971,9
MB-6248,3.0373821,1.6219155,11.370743,2.9956977,10
MB-4858,2.5992532,0.5703745,10.681884,2.0639539,5
MB-3450,2.666412,0.238004,10.089936,1.5526977,8
MB-4601,2.866116,1.0273956,10.5257435,3.164218,5
MB-5556,1.7383157,0.6491214,10.217979,2.2673335,1
MB-5472,2.5712407,0.28234583,9.941874,1.6458471,8
MB-0575,2.1758697,1.326122,10.742284,2.1249864,4
MB-4705,2.3847327,0.5128235,10.900318,2.9340096,3
MB-0611,2.1153977,1.6133841,10.708864,2.7087111,9
MB-6246,2.498855,0.90330213,10.355064,3.0890286,5
MB-0060,2.459127,1.626374,10.754694,2.4580665,10
MB-4416,3.1430085,0.82205755,10.169469,3.4342985,4
MB-4999,2.1572666,0.083115004,10.037103,2.7825077,7
MB-0123,1.5523944,1.0490874,10.580769,2.2208526,1
MB-4234,2.9668207,0.17288134,9.671707,3.2244446,4
MB-4933,2.5997236,1.254093,10.456579,2.9609632,4
MB-6062,2.8254821,1.9344784,11.212482,3.1666443,10
MB-5093,2.5944624,0.72031087,10.2283535,2.5936143,1
MB-0420,2.7874165,1.5726837,11.477245,2.78094,10
MB-2754,2.4489176,1.1699203,11.116835,1.7881598,3
MB-0906,2.440757,1.6486549,11.010195,3.215204,4
MB-0159,2.2774386,1.5526009,10.945964,2.8135405,5
MB-5368,2.7346315,0.24674696,10.15388,3.1381834,4
MB-5191,3.2504318,0.25914878,10.143791,2.3447902,8
MB-5616,2.8321998,1.966327,11.276477,3.15654,10
MB-0095,2.2950234,0.14872274,10.067446,1.8977844,8
MB-6194,1.8713496,0.8791989,10.641473,2.7457588,4
MB-6254,2.0331223,-0.17344117,10.482664,2.1254933,2
MB-0490,1.9433023,0.045821413,10.915751,2.3831928,4
MB-7060,2.8673408,0.20895174,10.734701,2.44428,3
MB-3165,2.8160453,1.0209119,10.713923,1.7904154,1
MB-5654,2.8214085,0.3898122,10.123818,1.550536,8
MB-2781,2.0521986,1.3021946,10.500816,1.9300404,1
MB-4991,2.4888453,1.3355222,9.921326,1.9702446,6
MB-6179,2.7712612,0.3104913,9.617589,2.4093864,8
MB-5411,3.0090258,1.0687634,10.537794,2.2385728,5
MB-5410,3.088553,0.21865566,9.657882,2.903754,8
MB-0101,2.6942163,0.66072625,10.292899,1.4121878,8
MB-5118,3.0962873,0.62050396,10.408251,1.675284,3
MB-5550,2.145781,0.13713895,10.0513315,2.1523335,3
MB-7071,2.486028,1.6001663,10.77497,2.3204048,3
MB-7100,2.283627,-0.202634,10.592505,1.9260839,8
MB-6107,2.8634865,1.0612453,10.433312,2.7375233,3
MB-4888,3.1899192,1.432104,11.211736,2.913694,4
MB-2624,2.7936742,0.83484954,11.373878,1.5455068,3
MB-3031,2.6402824,1.7151268,11.022894,2.6711175,5
MB-5526,3.3299656,1.6609137,10.868659,2.8500354,10
MB-0081,2.5016224,1.1863668,11.383909,0.8016727,3
MB-4323,3.166384,0.15038052,9.742017,2.53452,8
MB-0486,1.9390429,0.4914333,10.399843,1.8049575,3
MB-5300,2.957643,0.9197555,9.931517,1.6886724,8
MB-4017,1.9141324,0.41337252,10.524754,2.3654919,6
MB-7013,2.9518604,0.060259953,9.753248,2.1209848,8
MB-3706,2.9918642,1.5667564,11.517284,2.3948987,10
MB-0022,2.5255995,1.1609393,11.442516,0.78678435,3
MB-0439,2.4309826,0.53341526,10.121972,1.2763168,8
MB-5045,2.7837937,0.53830653,10.493511,2.8716133,4
MB-5164,2.5056932,1.1108642,10.712817,3.2876942,5
MB-4322,2.482747,0.3348638,9.771629,3.0233588,7
MB-4698,2.8604767,0.48659742,10.3519335,2.5360665,3
MB-7276,2.5229888,0.13989381,10.146229,1.9224043,8
MB-3046,2.9823985,1.2220339,11.292075,2.6503894,10
MB-0455,2.226775,1.7843282,10.812973,2.4554648,10
MB-0654,1.9575437,0.62180626,10.232601,1.5424787,8
MB-0634,2.148562,0.96721995,11.795259,2.713243,4
MB-3470,2.6372192,1.1020597,11.338441,1.9804541,5
MB-3105,2.7428305,0.6609165,10.233159,1.3812667,3
MB-5431,2.7089994,1.0357375,11.412316,2.8496158,4
MB-4235,3.0837588,0.71879196,10.487635,3.0484803,10
MB-6014,2.6494808,0.74894625,11.410687,2.636809,4
MB-6230,2.79705,0.5144341,10.583888,2.40772,3
MB-4661,2.2344093,0.2529693,9.940254,2.8295674,7
MB-3506,2.8057308,0.8989853,11.086396,1.6401324,1
MB-4292,3.268768,0.2498471,9.546434,2.8665223,8
MB-3032,2.78157,0.8561762,10.805048,1.2862225,3
MB-4952,2.4252934,1.7300956,10.908037,3.0456293,4
MB-4834,2.518686,0.92608213,10.260494,2.562023,1
MB-4408,3.197015,0.63687587,9.84918,3.3415585,9
MB-6317,2.5569205,0.8303987,9.901837,1.7159209,2
MB-6157,2.3782485,1.2418029,10.866121,3.0978765,5
MB-5347,2.8273537,0.14151222,9.821863,2.5044892,3
MB-2819,2.4034464,0.41170964,10.619782,1.5108526,7
MB-4746,2.5467846,0.36566678,10.416531,2.241597,3
MB-5277,3.153031,0.32986534,10.074411,2.3867476,8
MB-2791,2.0571768,0.49792975,10.62752,1.6832836,3
MB-2963,2.2379718,1.3130045,11.48412,2.3671322,4
MB-6065,3.152544,0.1716666,9.472375,2.8713155,8
MB-0113,2.74723,0.7620881,10.675438,2.0015597,5
MB-5020,2.8124483,0.43386298,9.667497,2.077304,8
MB-5420,2.5326293,0.9790728,11.163714,2.9828398,5
MB-0348,2.2870026,0.3657078,10.105443,1.324804,8
MB-0374,2.173591,1.1577282,10.609714,1.8148973,1
MB-6047,2.1163874,1.2589049,10.274913,2.9332516,9
MB-4860,2.7019608,0.34377357,10.750185,2.3617504,3
MB-5136,2.2403698,0.7769431,10.958468,3.079794,4
MB-7119,3.104356,1.7357891,10.940604,3.263205,10
MB-2803,2.1291382,0.40458798,10.554808,1.5449164,8
MB-4717,3.0736327,1.6100991,11.090209,3.0084078,10
MB-5232,2.9348805,1.3177754,11.057891,3.2909899,10
MB-6288,1.7447355,0.32055357,10.48572,2.4654589,6
MB-0408,1.7843664,1.0001917,10.48849,2.4221168,7
MB-7039,2.1530814,1.1289204,11.401753,2.2350745,4
MB-0344,2.4199038,0.5471384,11.1636915,2.6022997,3
MB-5471,2.8848763,0.9504224,10.455789,1.7471911,3
MB-7216,1.887974,-0.31687626,10.657354,1.9656603,4
MB-6007,2.758212,0.60013163,10.200436,3.0798118,3
MB-3781,2.5009756,0.46267426,10.268336,1.2634877,8
MB-5287,2.754577,0.16880772,10.1933565,2.7375555,3
MB-5403,2.6878166,0.24568932,10.062077,1.4241273,8
MB-2849,2.8502898,1.2105688,11.434473,2.174944,9
MB-0181,1.5837721,1.1800095,10.456504,2.5361483,7
MB-4381,3.3133337,0.24828784,9.421112,3.2941089,7
MB-4120,3.159369,0.08562804,9.678685,2.3042603,8
MB-2835,2.623507,0.64535886,10.820597,1.5959591,3
MB-6092,2.7784998,0.52529836,10.593506,2.7658775,3
MB-5243,2.406877,0.37637734,10.828458,2.5714564,1
MB-5109,2.02507,0.7115883,10.868272,2.9182506,4
MB-5339,2.9330294,0.674598,10.558506,2.7100449,3
MB-5190,2.9106042,0.50179344,10.0487795,3.3560965,4
MB-6213,1.7495793,0.37857476,10.230094,2.1197019,7
MB-5251,2.363838,-0.0068690944,10.227652,2.525406,3
MB-5489,2.5650604,0.5478529,10.817665,2.2875605,3
MB-4418,3.2121792,0.2651005,9.442185,3.149354,8
MB-5540,2.4771228,1.3225688,10.073918,2.007549,1
MB-2931,2.4716575,1.2438425,10.55636,1.3761816,8
MB-0194,2.5960271,1.0130969,10.54337,1.4830968,3
MB-6052,2.5906615,1.2882639,11.529433,2.9052482,4
MB-0370,1.7457945,1.2725629,10.217301,2.1103811,9
MB-0382,2.386916,0.67666376,10.961559,2.3761413,3
MB-0317,1.7178432,0.587737,10.551042,2.0168347,7
MB-0143,2.5743554,0.9875592,9.916896,1.6425872,9
MB-3467,2.607767,1.3970795,10.840987,1.589426,5
MB-7205,3.0754063,1.7826184,11.158123,2.7135353,10
MB-6085,2.3707597,1.2322023,11.1339445,2.888029,4
MB-6184,2.1872392,1.174404,10.028907,2.3618371,2
MB-2790,2.715381,0.5771791,10.577113,1.1716186,8
MB-5591,2.7615266,0.67744046,10.525254,2.1366565,3
MB-0362,2.157131,0.5376044,9.87201,1.9531221,2
MB-7070,2.369185,1.3445246,10.64016,1.865147,9
MB-6300,1.8208902,-0.18246977,10.634235,1.7485827,3
MB-0458,2.3273013,0.9911582,11.544332,2.6618388,4
MB-0379,1.8456211,0.91711986,10.786594,2.545258,7
MB-3388,2.8165781,1.2204833,10.5179405,1.4148576,8
MB-4254,3.2197173,1.7545068,11.151493,3.0959508,10
MB-5117,3.0119088,0.4637007,9.823091,1.7349756,8
MB-7172,2.6764326,0.20218424,10.49396,1.5837587,8
MB-0437,1.7864867,0.024066864,10.622858,1.8424264,4
MB-0191,2.8130724,1.8556868,11.236392,2.6172225,10
MB-0531,2.2136374,0.75309795,11.74317,2.7450209,4
MB-4685,2.1203284,0.8679644,9.731618,2.5593095,6
MB-5381,3.0063915,0.69698405,10.355388,2.9892693,5
MB-3102,2.3576562,1.1622142,9.976513,1.5975168,9
MB-6330,2.4652474,1.7073025,11.030162,3.3507936,4
MB-4669,3.0456362,0.4851989,9.769801,2.8485837,6
MB-5255,2.3850162,1.5141234,11.507938,3.228763,4
MB-7027,2.5770705,1.8115435,11.052672,2.3203042,5
MB-4802,2.854428,0.40039584,10.019769,2.5430927,8
MB-4702,2.888617,0.5997096,10.012972,2.5477347,9
MB-7099,2.342082,0.39973024,10.672643,1.6047565,9
MB-6359,1.9022714,0.73466134,10.532295,2.7550712,6
MB-5361,2.8934815,0.8862498,9.814207,1.8453722,8
MB-2728,2.2479813,1.4605082,10.294166,1.8805647,9
MB-5167,2.6401427,0.1996511,10.101691,1.6930739,8
MB-0284,2.743554,1.5090363,11.492091,2.6652334,10
MB-5008,2.639872,0.887283,10.422758,2.895251,10
MB-5295,3.1649501,1.1374645,10.928773,2.9778874,10
MB-3253,2.0904815,1.370733,10.570394,2.3505404,9
MB-5050,2.3954058,0.15368593,10.133327,2.3806067,3
MB-3123,2.9425976,1.6805385,11.124228,2.3416388,9
MB-5460,2.260294,1.0586137,10.282537,2.8566723,9
MB-7080,2.602303,0.61367226,10.532583,1.1956606,8
MB-4300,3.268914,0.39459252,9.625556,3.35268,6
MB-6039,2.2724798,1.2567152,10.461068,2.882106,9
MB-0365,2.3285887,1.771629,11.248448,2.7275386,4
MB-2792,2.2111259,1.3002161,11.065899,2.1327477,9
MB-0263,2.0809016,0.6606499,10.982601,2.1904192,7
MB-2774,2.6238515,1.0907655,10.700292,1.2838604,7
MB-5632,2.144386,1.0775032,9.89136,2.3941958,9
MB-5184,2.429407,0.638406,11.253553,2.297265,4
MB-0342,2.168223,0.7330827,11.337241,2.1402397,3
MB-0006,2.4242926,1.1291891,11.234572,0.99417365,9
MB-0308,2.4089897,0.24743105,11.078153,2.5795004,3
MB-6223,2.4968886,1.745698,10.773793,3.1540523,10
MB-3707,2.227223,1.1662229,11.627942,2.3424594,4
MB-4949,2.4920578,1.0159291,10.558376,2.8498044,1
MB-0454,1.8227965,-0.14678311,10.563767,1.6811507,3
MB-4591,1.9089496,0.6680346,9.726962,2.822787,9
MB-0175,1.6981508,0.72133255,10.564547,2.354852,6
MB-7238,2.6923082,0.8956949,9.857418,1.6803035,8
MB-7194,1.8557305,0.1002683,10.133018,2.447531,2
MB-5377,2.3441536,0.36029044,9.919735,1.9550058,8
MB-0452,2.5209267,1.4609993,10.250416,1.7269608,9
